team,timestamp,tweet_text,userid
seahawks,2022-11-27 19:59:42+00:00,"b""Just over an hour till it's go time! #Seahawks vs #Raiders #12s #GoHawks #LetGenoCook #DKAllDay https://t.co/0gKsBhsHIa""",278405280
seahawks,2022-11-27 19:59:35+00:00,"b""After having a slow start compared to their recent years, the #Seahawks special team has emerged as one of the NFL's best once again. https://t.co/cKAWyGCBfz""",1515105302764433414
seahawks,2022-11-27 19:58:19+00:00,"b'Seattle Seahawks -2.5 -165 \xf0\x9f\x8f\x88\xf0\x9f\x8f\x88 Give me the hawks at home any day, and especially against a struggling raiders team. #seahawks https://t.co/OOxwEOWFhz'",1596673423589130241
seahawks,2022-11-27 19:58:07+00:00,"b'Me, a #Seahawks fan, turning my head during half of \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 vs \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa in a packed \xe2\x9a\xbd\xef\xb8\x8f bar in Boise to see the one screen on the NFL now show the Panthers go up 17-3 over the Broncos. Go Hawks! https://t.co/h2GBc6my3T'",19559177
seahawks,2022-11-27 19:58:00+00:00,b'Lots of good news for #Seahawks as Abraham Lucas will start despite an illness and Tre Brown will indeed make his 2022 debut.  https://t.co/VQGKRb6m1K',718393346
seahawks,2022-11-27 19:56:23+00:00,b'Go Hawks! #Seahawks https://t.co/A7zcA3zPpw',12139692
seahawks,2022-11-27 19:55:04+00:00,"b""The #LetsRideCurse continues with the Darnold ... Stop, Drop, n' Roll for 6!  Lifelong Panthers fans like me understand. #Seahawks""",15519984
seahawks,2022-11-27 19:55:00+00:00,b'Tre Brown is active..... do we put him in as starting CB or stick with Michael Jackson?  #Seahawks',1485631388
seahawks,2022-11-27 19:54:34+00:00,b'Go Seahawks #seahawks https://t.co/WBQtd2xDrO',16032534
seahawks,2022-11-27 19:53:47+00:00,b'Dedication from the @12s always #Seahawks https://t.co/takmG0IT3y',36143335
seahawks,2022-11-27 19:52:57+00:00,b'Panthers are beating the Broncos for the #Seahawks. We appreciate it @Panthers \xf0\x9f\xa4\x9d.',323600864
seahawks,2022-11-27 19:52:49+00:00,b'#RaiderNation  @Raiders  if your going to win another Game this season it better be against the #Seahawks',954860017689141248
seahawks,2022-11-27 19:51:13+00:00,b'@Seahawks @12s Yeeeeah!  Go! Seahawks!  Go!   Seahawks!   Go....  #Seahawks',1449251635
seahawks,2022-11-27 19:50:57+00:00,b'@seahawksPR @Seahawks LJ gonna have a good game. #Seahawks \xf0\x9f\x94\xae',1413231469103751170
seahawks,2022-11-27 19:50:21+00:00,b'No Sidney Jones is quite surprising #Gohawks #seahawks https://t.co/GUuhniP7UZ',129023649
seahawks,2022-11-27 19:49:38+00:00,b'No injury-related inactives for the #Seahawks in Week 12. https://t.co/sm9LEkyQmX',73823134
seahawks,2022-11-27 19:49:12+00:00,b'Cant wait for the #NFL game today. The #Seahawks  vs the #Raiders .   Hope the SEATTLE SEAHAWKS will WIN this game. \xf0\x9f\x9f\xa2 \xf0\x9f\x94\xb5 Only like 1 hour left.',1236305509663363072
seahawks,2022-11-27 19:48:56+00:00,"b'Somebody Feed Phil the Book: Untold Stories, Behind-the-Scenes Photos and Favorite Recipes: A Cookbo GPUZUHA  https://t.co/u77z1T1oyO  #singer #merch #onion #teaching #sleeve #iron #avengers #sunset #arrested #india #wonderwoman #seahawks #rent #informationsecurity https://t.co/zQN9KvD6vo'",1576466761280413696
seahawks,2022-11-27 19:48:51+00:00,b'Inactives and lineup changes for #Seahawks and #Raiders Reminder- postgame show at 5 on @fox13seattle https://t.co/EFkEDXBKW0',168937107
seahawks,2022-11-27 19:48:01+00:00,"b'What TV channel is Raiders-Seahawks on today? Live stream, time, how to watch online #SeattleSeahawks #Seahawks #SeahawksNation #yahoo https://t.co/aRGuih5nyd'",3007171770
seahawks,2022-11-27 19:47:54+00:00,b'Big game for the boys in blue. Its almost time to #HawkNRoll   #Seahawks vs Raiders at 1:05pm today. $6 Cheeseburgers every Sunday too. Come up and hang with us today! https://t.co/KOLF36ntlf',206322811
seahawks,2022-11-27 19:47:27+00:00,b'#seahawks RT Abraham Lucas is Active for today\xe2\x80\x99s Game against the #Raiders',1296359714985394182
seahawks,2022-11-27 19:44:02+00:00,b'Calling a sack for this giant of a man today vs. the Raiders!!!  Captain Thigh Arms #99 Al Woods!!! #Seahawks https://t.co/2nAkSNk4ja',15519984
seahawks,2022-11-27 19:43:12+00:00,b'With my sweet man at my happy place. Quick photo with no one around! #Seahawks #GoHawks https://t.co/wTSYGE0mCE',18234973
