,team,week,day,date,home/away,opponent,score_team,score_opp,pass_cmp_off,pass_att_off,pass_yds_off,pass_tds_off,ints_off,sacks_off,sacks_yds_off,pass_yds_per_att,pass_net_yds_per_att,pass_cmp_prcnt,pass_qb_rate,rush_att_off,rush_yds_off,rush_yds_per_att,rush_tds_off,fg_made,fg_att,3d_made,3d_att,4d_made,4d_att,time_poss,wk,record,1st_down_off,turnover_off,1st_down_def,tot_yds_def,pass_yds_def,rush_yds_def,turnover_def,exp_off,exp_def,exp_st,spread,def_rush_att,def_rush_tds,off_rush_att,off_rush_tds,def_pass_cmp,def_pass_att,def_pass_tds,def_pass_ints,off_pass_cmp,off_pass_att,off_pass_tds,off_pass_ints,def_sacks,def_sack_yds,tm_penalty,tm_penalty_yds,opp_penalty,opp_penalty_yds
416,seahawks,15,Thu,December 15,home,49ers,13,21,31,44,207,1,0,3,31,5.4,4.4,70.5,88.0,14,70,5.0,0,2,2,4,13,0,0,26:59,15,7-7,16,1.0,15,381,211,170,,-11.24,-9.75,8.96,3.0,34,1,14,0,17,26,2,0,31,44,1,0,1,6,8,79,7,60
417,49ers,15,Thu,December 15,away,seahawks,21,13,17,26,211,2,0,1,6,8.3,7.8,65.4,116.0,34,170,5.0,1,0,1,6,13,0,0,33:01,15,10-4,15,,16,277,207,70,1.0,9.75,11.24,-8.96,-3.0,14,0,34,1,31,44,1,0,17,26,2,0,3,31,7,60,8,79
418,vikings,15,Sat,December 17,home,colts,39,36,34,55,426,4,2,7,34,8.4,6.9,61.8,95.0,24,92,3.8,1,1,1,5,15,0,3,33:20,15,11-3,32,3.0,20,341,170,171,1.0,4.19,10.7,-12.83,3.5,43,0,24,1,19,33,1,0,34,55,4,2,3,12,9,74,11,103
419,colts,15,Sat,December 17,away,vikings,36,39,19,33,170,1,0,3,12,5.5,4.7,57.6,81.6,43,171,4.0,0,5,5,6,19,0,1,36:37,15,4-9-1,20,1.0,32,518,426,92,3.0,-10.7,-4.19,12.83,-3.5,24,1,43,0,34,55,4,2,19,33,1,0,7,34,11,103,9,74
420,browns,15,Sat,December 17,home,ravens,13,3,18,28,140,1,0,3,21,5.8,4.5,64.3,88.4,33,143,4.3,0,2,4,5,15,2,2,33:08,15,6-8,19,,17,324,126,198,2.0,2.64,7.94,0.26,3.0,28,0,33,0,17,30,0,1,18,28,1,0,3,12,3,32,3,25
421,ravens,15,Sat,December 17,away,browns,3,13,17,30,126,0,1,3,12,4.6,3.8,56.7,52.9,28,198,7.1,0,1,3,5,12,0,3,26:52,15,9-5,17,2.0,19,283,140,143,,-7.94,-2.64,-0.26,-3.0,33,0,28,0,18,28,1,0,17,30,0,1,3,21,3,25,3,32
422,bills,15,Sat,December 17,home,dolphins,32,29,25,40,296,4,0,2,8,7.6,7.0,62.5,118.3,29,150,5.2,0,1,1,8,14,0,0,29:53,15,11-3,29,1.0,20,405,217,188,,19.07,-10.87,-4.2,7.0,25,1,29,0,17,30,2,0,25,40,4,0,2,17,7,51,8,51
423,dolphins,15,Sat,December 17,away,bills,29,32,17,30,217,2,0,2,17,7.8,6.8,56.7,101.7,25,188,7.5,1,3,3,5,14,1,1,30:07,15,8-6,20,,29,446,296,150,1.0,10.87,-19.07,4.2,-7.0,29,0,25,1,25,40,4,0,17,30,2,0,2,8,8,51,7,51
424,saints,15,Sun,December 18,home,falcons,21,18,13,19,214,3,0,2,17,12.2,10.2,68.4,145.6,34,134,3.9,0,0,0,5,11,0,1,29:04,15,5-9,17,1.0,21,320,89,231,1.0,6.38,-8.41,1.86,4.0,39,2,34,0,13,26,0,0,13,19,3,0,4,8,6,46,3,30
425,falcons,15,Sun,December 18,away,saints,18,21,13,26,89,0,0,4,8,3.7,3.0,50.0,58.0,39,231,5.9,2,1,1,9,16,0,1,30:56,15,5-9,21,1.0,17,348,214,134,1.0,8.41,-6.38,-1.86,-4.0,34,0,39,2,13,19,3,0,13,26,0,0,2,17,3,30,6,46
426,panthers,15,Sun,December 18,home,steelers,16,24,14,23,188,1,0,4,37,9.8,7.0,60.9,101.4,16,21,1.3,0,3,3,4,11,0,0,23:49,15,5-9,12,,22,325,169,156,,3.72,-12.16,-1.58,2.5,45,3,16,0,17,22,0,0,14,23,1,0,1,10,5,40,7,81
427,steelers,15,Sun,December 18,away,panthers,24,16,17,22,169,0,0,1,10,8.1,7.3,77.3,98.5,45,156,3.5,3,1,1,12,16,0,0,36:11,15,6-8,22,,12,209,188,21,,12.16,-3.72,1.58,-2.5,16,0,45,3,14,23,1,0,17,22,0,0,4,37,7,81,5,40
428,bears,15,Sun,December 18,home,eagles,20,25,14,22,91,2,0,6,61,6.9,3.3,63.6,102.7,30,157,5.2,1,0,0,5,13,0,1,30:07,15,3-11,15,1.0,20,421,309,112,3.0,-6.32,-5.25,2.12,8.5,33,3,30,1,22,37,0,2,14,22,2,0,1,6,6,30,2,25
429,eagles,15,Sun,December 18,away,bears,25,20,22,37,309,0,2,1,6,8.5,8.1,59.5,63.9,33,112,3.4,3,1,2,9,16,1,2,29:53,15,13-1,20,3.0,15,248,91,157,1.0,5.25,6.32,-2.12,-8.5,30,1,33,3,14,22,2,0,22,37,0,2,6,61,2,25,6,30
430,jaguars,15,Sun,December 18,home,cowboys,40,34,27,42,311,4,1,1,7,7.6,7.2,64.3,108.3,27,192,7.1,0,2,2,8,12,0,0,27:42,15,6-8,26,3.0,24,397,243,154,2.0,16.24,-8.92,0.94,4.0,41,1,27,0,23,30,3,2,27,42,4,1,3,13,4,37,2,18
431,cowboys,15,Sun,December 18,away,jaguars,34,40,23,30,243,3,2,3,13,8.5,7.4,76.7,105.3,41,154,3.8,1,2,2,9,16,0,0,35:26,15,10-4,24,2.0,26,503,311,192,3.0,8.92,-16.24,-0.94,-4.0,27,0,41,1,27,42,4,1,23,30,3,2,1,7,2,18,4,37
432,jets,15,Sun,December 18,home,lions,17,20,18,35,287,2,1,4,30,9.1,7.4,51.4,86.3,22,50,2.3,0,1,2,7,14,1,1,27:28,15,7-7,18,1.0,17,359,252,107,,3.71,-2.21,-2.44,1.0,28,0,22,0,23,38,1,0,18,35,2,1,0,0,2,20,6,52
433,lions,15,Sun,December 18,away,jets,20,17,23,38,252,1,0,0,0,6.6,6.6,60.5,88.9,28,107,3.8,0,2,3,5,15,2,3,32:32,15,7-7,17,,18,337,287,50,1.0,2.21,-3.71,2.44,-1.0,22,0,28,0,18,35,2,1,23,38,1,0,4,30,6,52,2,20
434,texans,15,Sun,December 18,home,chiefs,24,30,14,29,125,2,0,1,4,4.4,4.2,48.3,83.3,28,94,3.4,1,1,1,4,10,0,0,27:25,15,1-12-1,18,1.0,33,502,313,189,2.0,2.21,-13.62,6.34,14.5,33,2,28,1,36,41,2,0,14,29,2,0,2,23,4,33,10,102
435,chiefs,15,Sun,December 18,away,texans,30,24,36,41,313,2,0,2,23,8.2,7.3,87.8,114.7,33,189,5.7,2,1,2,6,12,0,0,37:22,15,11-3,33,2.0,18,219,125,94,1.0,13.62,-2.21,-6.34,-14.5,28,1,33,2,14,29,2,0,36,41,2,0,1,4,10,102,4,33
436,commanders,15,Sun,December 18,home,giants,12,20,17,29,228,1,0,3,21,8.6,7.1,58.6,95.2,26,159,6.1,0,2,2,1,10,1,2,29:30,15,7-6-1,20,2.0,19,288,160,128,,-3.08,-0.95,-2.25,4.5,30,1,26,0,21,32,0,0,17,29,1,0,0,0,6,40,5,30
437,giants,15,Sun,December 18,away,commanders,20,12,21,32,160,0,0,0,0,5.0,5.0,65.6,77.6,30,128,4.3,1,2,2,2,10,1,1,30:30,15,8-5-1,19,,20,387,228,159,2.0,0.95,3.08,2.25,-4.5,26,0,30,1,17,29,1,0,21,32,0,0,3,21,5,30,6,40
438,broncos,15,Sun,December 18,home,cardinals,24,15,21,26,156,1,1,7,41,7.6,4.7,80.8,88.5,34,168,4.9,2,1,2,4,11,0,0,32:58,15,4-10,23,2.0,13,240,167,73,3.0,-0.79,19.01,-6.6,1.5,20,1,34,2,20,36,0,3,21,26,1,1,3,6,4,31,7,46
439,cardinals,15,Sun,December 18,away,broncos,15,24,20,36,167,0,3,3,6,4.8,4.3,55.6,33.0,20,73,3.7,1,3,3,2,12,0,0,27:02,15,4-10,13,3.0,23,324,156,168,2.0,-19.01,0.79,6.6,-1.5,34,2,20,1,21,26,1,1,20,36,0,3,7,41,7,46,4,31
440,buccaneers,15,Sun,December 18,home,bengals,23,34,30,44,304,3,2,1,8,7.1,6.8,68.2,91.5,25,92,3.7,0,1,2,4,12,2,3,30:35,15,6-8,25,4.0,20,237,184,53,1.0,-1.98,-1.78,-7.2,3.5,21,0,25,0,27,39,4,1,30,44,3,2,2,16,7,58,4,27
441,bengals,15,Sun,December 18,away,buccaneers,34,23,27,39,184,4,1,2,16,5.1,4.5,69.2,102.9,21,53,2.5,0,2,2,5,13,0,0,29:25,15,10-4,20,1.0,25,396,304,92,4.0,1.78,1.98,7.2,-3.5,25,0,21,0,30,44,3,2,27,39,4,1,1,8,4,27,7,58
442,chargers,15,Sun,December 18,home,titans,17,14,28,42,291,0,2,3,22,7.5,6.5,66.7,66.7,24,74,3.1,2,1,1,4,13,2,2,29:48,15,8-6,23,2.0,17,284,157,127,1.0,1.7,2.21,-1.72,3.0,27,2,24,2,18,26,0,1,28,42,0,2,4,28,3,20,6,62
443,titans,15,Sun,December 18,away,chargers,14,17,18,26,157,0,1,4,28,7.1,5.2,69.2,68.9,27,127,4.7,2,0,1,3,11,0,0,30:12,15,7-7,17,1.0,23,365,291,74,2.0,-2.21,-1.7,1.72,-3.0,24,2,27,2,28,42,0,2,18,26,0,1,3,22,6,62,3,20
444,raiders,15,Sun,December 18,home,patriots,30,24,20,38,211,3,1,3,20,6.1,5.1,52.6,84.4,23,97,4.2,0,1,1,5,14,1,1,33:16,15,6-8,18,1.0,19,318,112,206,1.0,-2.33,7.82,2.58,1.5,32,1,23,0,13,31,0,0,20,38,3,1,0,0,13,90,6,30
445,patriots,15,Sun,December 18,away,raiders,24,30,13,31,112,0,0,0,0,3.6,3.6,41.9,52.1,32,206,6.4,1,3,3,2,13,0,0,26:44,15,7-7,19,1.0,18,308,211,97,1.0,-7.82,2.33,-2.58,-1.5,23,0,32,1,20,38,3,1,13,31,0,0,3,20,6,30,13,90
446,packers,15,Mon,December 19,home,rams,24,12,22,30,207,1,1,3,22,7.6,6.3,73.3,89.2,35,138,3.9,2,1,1,4,9,2,2,37:19,15,6-8,27,2.0,13,156,84,72,1.0,13.03,1.29,0.81,7.0,17,0,35,2,12,21,1,1,22,30,1,1,5,27,4,80,8,76
447,rams,15,Mon,December 19,away,packers,12,24,12,21,84,1,1,5,27,5.3,3.2,57.1,62.4,17,72,4.2,0,2,2,4,11,0,0,22:41,15,4-10,13,1.0,27,345,207,138,2.0,-1.29,-13.03,-0.81,-7.0,35,2,17,0,22,30,1,1,12,21,1,1,3,22,8,76,4,80
448,jets,16,Thu,December 22,home,jaguars,3,19,19,33,161,0,1,3,21,5.5,4.5,57.6,57.8,20,66,3.3,0,1,1,2,13,1,5,25:08,16,7-8,10,2.0,19,365,218,147,1.0,-14.15,-3.0,5.11,2.0,39,1,20,0,20,31,0,0,19,33,0,1,1,11,9,64,3,25
449,jaguars,16,Thu,December 22,away,jets,19,3,20,31,218,0,0,1,11,7.4,6.8,64.5,85.1,39,147,3.8,1,4,5,7,16,0,0,34:52,16,7-8,19,1.0,10,227,161,66,2.0,3.0,14.15,-5.11,-2.0,20,0,39,1,19,33,0,1,20,31,0,0,3,21,3,25,9,64
450,bears,16,Sat,December 24,home,bills,13,35,18,28,129,1,1,2,15,5.1,4.3,64.3,71.9,29,80,2.8,0,2,2,2,12,1,4,31:12,16,3-12,11,2.0,20,426,172,254,3.0,-20.55,-9.47,9.39,8.0,31,3,29,0,15,26,2,2,18,28,1,1,1,0,2,15,9,72
451,bills,16,Sat,December 24,away,bears,35,13,15,26,172,2,2,1,0,6.6,6.4,57.7,71.3,31,254,8.2,3,0,1,6,11,1,1,28:48,16,12-3,20,3.0,11,209,129,80,2.0,9.47,20.55,-9.39,-8.0,29,0,31,3,18,28,1,1,15,26,2,2,2,15,9,72,2,15
452,ravens,16,Sat,December 24,home,falcons,17,9,9,17,115,1,0,0,0,6.8,6.8,52.9,94.0,34,184,5.4,0,3,4,4,12,0,0,27:16,16,10-5,15,,17,327,212,115,1.0,2.18,7.26,-3.42,6.5,33,0,34,0,22,33,0,0,9,17,1,0,2,6,1,6,5,48
453,falcons,16,Sat,December 24,away,ravens,9,17,22,33,212,0,0,2,6,6.6,6.1,66.7,84.4,33,115,3.5,0,3,3,5,14,1,4,32:44,16,5-10,17,1.0,15,299,115,184,,-7.26,-2.18,3.42,-6.5,34,0,33,0,9,17,1,0,22,33,0,0,0,0,5,48,1,6
454,chiefs,16,Sat,December 24,home,seahawks,24,10,16,28,220,2,0,1,4,8.0,7.6,57.1,106.2,22,77,3.5,1,1,1,3,11,0,1,24:58,16,12-3,14,,19,333,200,133,1.0,3.1,11.64,-2.23,10.0,31,0,22,1,25,40,1,1,16,28,2,0,2,15,5,39,6,35
455,seahawks,16,Sat,December 24,away,chiefs,10,24,25,40,200,1,1,2,15,5.4,4.8,62.5,72.9,31,133,4.3,0,1,1,2,14,3,6,35:02,16,7-8,19,1.0,14,297,220,77,,-11.64,-3.1,2.23,-10.0,22,1,31,0,16,28,2,0,25,40,1,1,1,4,6,35,5,39
456,vikings,16,Sat,December 24,home,giants,27,24,34,48,270,3,0,4,29,6.2,5.2,70.8,105.4,19,83,4.4,0,2,2,6,13,0,1,30:47,16,12-3,23,,23,445,319,126,2.0,7.38,-6.2,3.12,4.0,21,1,19,0,30,42,1,1,34,48,3,0,3,15,2,14,7,63
457,giants,16,Sat,December 24,away,vikings,24,27,30,42,319,1,1,3,15,8.0,7.1,71.4,91.3,21,126,6.0,1,3,3,3,11,1,1,29:13,16,8-6-1,23,2.0,23,353,270,83,,6.2,-7.38,-3.12,-4.0,19,0,21,1,34,48,3,0,30,42,1,1,4,29,7,63,2,14
458,browns,16,Sat,December 24,home,saints,10,17,15,31,125,0,1,2,10,4.4,3.8,48.4,45.8,34,124,3.6,1,1,1,7,16,1,3,30:46,16,6-9,15,1.0,14,244,92,152,1.0,-12.78,4.01,2.04,3.0,39,2,34,1,8,15,0,1,15,31,0,1,0,0,4,45,2,15
459,saints,16,Sat,December 24,away,browns,17,10,8,15,92,0,1,0,0,6.1,6.1,53.3,44.3,39,152,3.9,2,1,1,7,15,0,0,29:14,16,6-9,14,1.0,15,249,125,124,1.0,-4.01,12.78,-2.04,-3.0,34,1,39,2,15,31,0,1,8,15,0,1,2,10,2,15,4,45
460,patriots,16,Sat,December 24,home,bengals,18,22,21,33,224,2,0,4,16,7.3,6.1,63.6,103.6,16,61,3.8,0,0,0,6,13,0,1,23:12,16,7-8,15,1.0,28,442,369,73,3.0,-5.0,-0.86,-1.12,3.0,24,0,16,0,40,52,3,2,21,33,2,0,2,6,10,82,8,62
461,bengals,16,Sat,December 24,away,patriots,22,18,40,52,369,3,2,2,6,7.2,6.8,76.9,99.0,24,73,3.0,0,1,2,8,16,1,1,36:48,16,11-4,28,3.0,15,285,224,61,1.0,0.86,5.0,1.12,-3.0,16,0,24,0,21,33,2,0,40,52,3,2,4,16,8,62,10,82
462,titans,16,Sat,December 24,home,texans,14,19,14,23,88,0,2,4,11,4.3,3.3,60.9,32.5,31,184,5.9,2,0,0,4,12,1,2,26:57,16,7-8,16,3.0,15,285,215,70,1.0,-10.96,5.71,2.1,3.0,30,0,31,2,20,32,1,1,14,23,0,2,1,3,5,30,4,35
463,texans,16,Sat,December 24,away,titans,19,14,20,32,215,1,1,1,3,6.8,6.5,62.5,79.6,30,70,2.3,0,2,2,5,14,0,1,33:03,16,2-12-1,15,1.0,16,272,88,184,3.0,-5.71,10.96,-2.1,-3.0,31,2,30,0,14,23,0,2,20,32,1,1,4,11,4,35,5,30
464,panthers,16,Sat,December 24,home,lions,37,23,15,22,250,1,0,0,0,11.4,11.4,68.2,121.4,43,320,7.4,3,3,3,3,9,1,1,35:13,16,6-9,30,,22,381,336,45,1.0,30.2,-9.31,-3.52,2.5,17,0,43,3,25,42,3,0,15,22,1,0,2,19,10,74,4,30
465,lions,16,Sat,December 24,away,panthers,23,37,25,42,336,3,0,2,19,8.5,7.6,59.5,108.8,17,45,2.6,0,1,1,4,12,2,3,24:47,16,7-8,22,1.0,30,570,250,320,,9.31,-30.2,3.52,-2.5,43,3,17,0,15,22,1,0,25,42,3,0,0,0,4,30,10,74
466,49ers,16,Sat,December 24,home,commanders,37,20,15,22,218,2,1,3,16,10.6,8.7,68.2,111.6,26,153,5.9,2,3,3,4,11,1,2,26:25,16,11-4,14,1.0,21,349,270,79,2.0,9.41,2.45,3.02,6.5,33,0,26,2,25,34,3,1,15,22,2,1,2,19,4,25,6,51
467,commanders,16,Sat,December 24,away,49ers,20,37,25,34,270,3,1,2,19,8.5,7.5,73.5,113.6,33,79,2.4,0,0,0,7,13,0,2,33:35,16,7-7-1,21,2.0,14,371,218,153,1.0,-2.45,-9.41,-3.02,-6.5,26,2,33,0,15,22,2,1,25,34,3,1,3,16,6,51,4,25
468,cowboys,16,Sat,December 24,home,eagles,40,34,27,35,304,3,1,6,43,9.9,7.4,77.1,119.2,31,115,3.7,1,4,4,8,15,1,1,32:18,16,11-4,25,1.0,25,442,355,87,4.0,12.39,-7.76,0.74,4.5,29,1,31,1,24,40,2,2,27,35,3,1,0,0,4,36,2,10
469,eagles,16,Sat,December 24,away,cowboys,34,40,24,40,355,2,2,0,0,8.9,8.9,60.0,84.9,29,87,3.0,1,2,2,8,14,2,3,27:42,16,13-2,25,4.0,25,419,304,115,1.0,7.76,-12.39,-0.74,-4.5,31,1,29,1,27,35,3,1,24,40,2,2,6,43,2,10,4,36
470,steelers,16,Sat,December 24,home,raiders,13,10,26,39,244,1,1,0,0,6.3,6.3,66.7,81.6,27,106,3.9,0,2,4,5,14,2,2,32:39,16,7-8,19,1.0,13,201,143,58,3.0,2.33,9.12,-5.58,2.0,19,0,27,0,16,30,1,3,26,39,1,1,3,31,3,35,2,20
471,raiders,16,Sat,December 24,away,steelers,10,13,16,30,143,1,3,3,31,5.8,4.3,53.3,37.9,19,58,3.1,0,1,1,6,12,0,0,27:21,16,6-9,13,3.0,19,350,244,106,1.0,-9.12,-2.33,5.58,-2.0,27,0,19,0,26,39,1,1,16,30,1,3,0,0,2,20,3,35
472,dolphins,16,Sun,December 25,home,packers,20,26,16,25,294,1,3,2,16,12.4,10.9,64.0,78.2,18,82,4.6,1,2,3,2,7,1,1,28:00,16,8-7,15,4.0,17,301,222,79,1.0,-2.13,3.46,-6.52,3.5,25,1,18,1,24,38,1,1,16,25,1,3,2,16,8,62,5,40
473,packers,16,Sun,December 25,away,dolphins,26,20,24,38,222,1,1,2,16,6.3,5.6,63.2,76.9,25,79,3.2,1,4,4,2,14,3,5,32:00,16,7-8,17,1.0,15,376,294,82,4.0,-3.46,2.13,6.52,-3.5,18,1,25,1,16,25,1,3,24,38,1,1,2,16,5,40,8,62
474,rams,16,Sun,December 25,home,broncos,51,14,24,28,230,2,0,0,0,8.2,8.2,85.7,124.7,36,158,4.4,3,3,3,6,10,1,1,36:35,16,5-10,26,,18,323,219,104,4.0,22.61,13.18,1.14,3.0,20,0,36,3,19,35,1,4,24,28,2,0,6,40,3,6,6,55
475,broncos,16,Sun,December 25,away,rams,14,51,19,35,219,1,4,6,40,7.4,5.3,54.3,43.3,20,104,5.2,0,2,2,3,10,1,3,23:25,16,4-11,18,4.0,26,388,230,158,,-13.18,-22.61,-1.14,-3.0,36,3,20,0,24,28,2,0,19,35,1,4,0,0,6,55,3,6
476,cardinals,16,Sun,December 25,home,buccaneers,16,19,25,46,204,0,1,1,17,4.8,4.3,54.3,56.8,27,121,4.5,1,3,3,5,19,1,1,29:22,16,4-11,16,3.0,21,396,281,115,2.0,-13.64,4.6,6.77,7.5,30,0,27,1,32,48,1,2,25,46,0,1,0,0,6,74,5,30
477,buccaneers,16,Sun,December 25,away,cardinals,19,16,32,48,281,1,2,0,0,5.9,5.9,66.7,71.6,30,115,3.8,0,4,4,6,17,1,2,36:57,16,7-8,21,2.0,16,325,204,121,3.0,-4.6,13.64,-6.77,-7.5,27,1,30,0,25,46,0,1,32,48,1,2,1,17,5,30,6,74
478,colts,16,Mon,December 26,home,chargers,3,20,17,29,104,0,3,7,39,4.9,2.9,58.6,26.3,14,69,4.9,0,1,1,0,10,1,4,26:06,16,4-10-1,10,3.0,17,314,213,101,2.0,-22.57,2.36,3.6,4.0,32,2,14,0,24,31,0,1,17,29,0,3,4,22,2,11,6,60
479,chargers,16,Mon,December 26,away,colts,20,3,24,31,213,0,1,4,22,7.6,6.1,77.4,81.8,32,101,3.2,2,2,2,8,18,1,1,33:54,16,9-6,17,2.0,10,173,104,69,3.0,-2.36,22.57,-3.6,-4.0,14,0,32,2,17,29,0,3,24,31,0,1,7,39,6,60,2,11
480,titans,17,Thu,December 29,home,cowboys,13,27,20,39,220,1,1,2,12,5.9,5.4,51.3,66.2,24,97,4.0,0,2,2,7,16,1,2,26:34,17,7-9,17,2.0,26,361,274,87,3.0,-5.83,-8.93,1.28,12.5,32,1,24,0,29,41,2,2,20,39,1,1,1,8,10,124,3,35
481,cowboys,17,Thu,December 29,away,titans,27,13,29,41,274,2,2,1,8,6.9,6.5,70.7,84.8,32,87,2.7,1,2,2,8,13,0,0,33:26,17,12-4,26,3.0,17,317,220,97,2.0,8.93,5.83,-1.28,-12.5,24,0,32,1,20,39,1,1,29,41,2,2,2,12,3,35,10,124
482,buccaneers,17,Sun,January 1,home,panthers,30,24,34,45,411,3,0,3,21,9.6,8.6,75.6,125.3,25,67,2.7,1,1,3,4,15,2,2,33:10,17,8-8,25,1.0,22,400,326,74,3.0,10.73,-4.36,-6.36,3.5,22,0,25,1,23,37,3,1,34,45,3,0,2,15,8,51,8,58
483,panthers,17,Sun,January 1,away,buccaneers,24,30,23,37,326,3,1,2,15,9.2,8.4,62.2,106.4,22,74,3.4,0,1,1,4,11,1,2,26:50,17,6-10,22,3.0,25,478,411,67,1.0,4.36,-10.73,6.36,-3.5,25,1,22,0,34,45,3,0,23,37,3,1,3,21,8,58,8,51
484,ravens,17,Sun,January 1,home,steelers,13,16,14,21,120,1,1,1,10,6.2,5.5,66.7,77.5,28,120,4.3,0,2,2,5,12,0,0,25:46,17,10-6,15,1.0,22,351,153,198,,-0.15,-9.3,6.66,2.5,41,0,28,0,15,27,1,0,14,21,1,1,2,15,4,30,6,43
485,steelers,17,Sun,January 1,away,ravens,16,13,15,27,153,1,0,2,15,6.2,5.3,55.6,84.3,41,198,4.8,0,3,4,10,16,0,0,34:14,17,8-8,22,,15,240,120,120,1.0,9.3,0.15,-6.66,-2.5,28,0,41,0,14,21,1,1,15,27,1,0,1,10,6,43,4,30
486,eagles,17,Sun,January 1,home,saints,10,20,18,32,246,1,1,6,28,8.6,6.5,56.3,78.4,15,67,4.5,0,1,1,3,12,0,2,22:56,17,13-3,11,1.0,19,313,184,129,1.0,-12.38,2.95,-0.32,5.5,35,1,15,0,20,24,0,1,18,32,1,1,7,45,8,49,3,20
487,saints,17,Sun,January 1,away,eagles,20,10,20,24,184,0,1,7,45,9.5,5.9,83.3,81.3,35,129,3.7,1,2,2,7,16,1,1,37:04,17,7-9,19,1.0,11,313,246,67,1.0,-2.95,12.38,0.32,-5.5,15,0,35,1,18,32,1,1,20,24,0,1,6,28,3,20,8,49
488,patriots,17,Sun,January 1,home,dolphins,23,21,20,33,173,2,0,3,31,6.2,4.8,60.6,94.6,21,76,3.6,0,1,1,5,13,0,1,26:12,17,8-8,14,,21,333,247,86,2.0,-1.2,1.36,1.03,2.5,27,1,21,0,24,40,2,2,20,33,2,0,2,18,6,39,9,71
489,dolphins,17,Sun,January 1,away,patriots,21,23,24,40,247,2,2,2,18,6.6,5.9,60.0,73.6,27,86,3.2,1,0,1,4,14,2,3,33:48,17,8-8,21,2.0,14,249,173,76,,-1.36,1.2,-1.03,-2.5,21,0,27,1,20,33,2,0,24,40,2,2,3,31,9,71,6,39
490,texans,17,Sun,January 1,home,jaguars,3,31,25,44,193,0,0,2,18,4.8,4.2,56.8,67.7,21,84,4.0,0,1,1,6,17,0,4,30:30,17,2-13-1,13,1.0,20,337,168,169,2.0,-23.38,-4.68,4.1,3.0,29,3,21,0,22,29,0,2,25,44,0,0,2,13,7,45,2,30
491,jaguars,17,Sun,January 1,away,texans,31,3,22,29,168,0,2,2,13,6.2,5.4,75.9,60.7,29,169,5.8,3,1,1,4,12,0,0,29:30,17,8-8,20,2.0,13,277,193,84,1.0,4.68,23.38,-4.1,-3.0,21,0,29,3,25,44,0,0,22,29,0,2,2,18,2,30,7,45
492,chiefs,17,Sun,January 1,home,broncos,27,24,29,42,328,3,1,0,0,7.8,7.8,69.0,106.1,16,46,2.9,1,0,1,2,9,1,1,26:54,17,13-3,22,2.0,21,307,190,117,2.0,10.69,2.92,-6.78,12.5,24,2,16,1,26,38,1,1,29,42,3,1,4,32,5,31,3,23
493,broncos,17,Sun,January 1,away,chiefs,24,27,26,38,190,1,1,4,32,5.8,4.5,68.4,77.7,24,117,4.9,2,1,1,3,12,1,2,33:06,17,4-12,21,2.0,22,374,328,46,2.0,-2.92,-10.69,6.78,-12.5,16,1,24,2,29,42,3,1,26,38,1,1,0,0,3,23,5,31
494,giants,17,Sun,January 1,home,colts,38,10,19,24,177,2,0,0,0,7.4,7.4,79.2,125.2,37,217,5.9,2,1,1,4,7,0,1,31:36,17,9-6-1,26,1.0,14,252,124,128,1.0,17.59,5.92,2.69,5.5,27,0,37,2,17,27,1,1,19,24,2,0,2,17,3,20,7,60
495,colts,17,Sun,January 1,away,giants,10,38,17,27,124,1,1,2,17,5.2,4.3,63.0,70.6,27,128,4.7,0,1,2,3,12,2,2,28:24,17,4-11-1,14,1.0,26,394,177,217,1.0,-5.92,-17.59,-2.69,-5.5,37,2,27,0,19,24,2,0,17,27,1,1,0,0,7,60,3,20
496,commanders,17,Sun,January 1,home,browns,10,24,16,28,124,0,3,3,19,5.1,4.0,57.1,28.6,37,136,3.7,1,1,1,7,16,2,4,33:32,17,7-8-1,17,3.0,16,301,155,146,,-7.5,-7.26,0.54,2.0,30,0,37,1,9,18,3,0,16,28,0,3,5,14,5,24,3,20
497,browns,17,Sun,January 1,away,commanders,24,10,9,18,155,3,0,5,14,9.4,6.7,50.0,119.2,30,146,4.9,0,1,1,4,11,1,2,26:28,17,7-9,16,,17,260,124,136,3.0,7.26,7.5,-0.54,-2.0,37,1,30,0,16,28,0,3,9,18,3,0,3,19,3,20,5,24
498,lions,17,Sun,January 1,home,bears,41,10,21,29,239,3,0,2,16,8.8,7.7,72.4,131.2,39,265,6.8,2,2,2,4,12,0,1,35:43,17,8-8,26,,9,230,30,200,2.0,22.92,10.91,-6.73,6.0,22,0,39,2,7,21,1,1,21,29,3,0,7,45,6,42,3,49
499,bears,17,Sun,January 1,away,lions,10,41,7,21,30,1,1,7,45,3.6,1.1,33.3,38.4,22,200,9.1,0,1,1,3,13,0,1,24:17,17,3-13,9,2.0,26,504,239,265,,-10.91,-22.92,6.73,-6.0,39,2,22,0,21,29,3,0,7,21,1,1,2,16,3,49,6,42
500,falcons,17,Sun,January 1,home,cardinals,20,19,19,26,166,0,0,1,3,6.5,6.1,73.1,89.6,34,132,3.9,2,2,2,5,11,1,2,32:24,17,6-10,20,1.0,22,339,213,126,,3.27,-6.1,5.1,6.0,27,0,34,2,24,40,1,0,19,26,0,0,2,9,5,70,8,50
