Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
12,Thu,2022-11-24,lions,bills,25,28,-9.5,29,164,1,28,96,1,24,42,253,2,1,23,37,240,2,0,3,16,2,10,3,32,5,36
12,Thu,2022-11-24,cowboys,giants,28,20,-10.0,21,90,1,39,169,2,21,35,228,1,0,21,30,261,2,2,3,18,0,0,13,86,7,66
12,Thu,2022-11-24,vikings,patriots,33,26,-2.5,13,45,0,27,57,0,28,39,382,2,0,31,38,310,3,1,3,18,1,9,3,20,6,55
12,Sun,2022-11-27,titans,bengals,16,20,-1.5,28,108,1,21,63,0,22,37,270,1,0,22,34,291,0,0,1,4,1,10,8,57,9,80
12,Sun,2022-11-27,browns,buccaneers,23,17,-3.0,20,96,0,34,189,2,29,43,246,2,0,23,37,210,1,1,3,17,4,32,5,42,9,70
12,Sun,2022-11-27,dolphins,texans,30,15,-14.0,14,36,1,26,66,1,26,39,215,1,2,23,41,305,1,0,5,41,5,32,4,35,5,45
12,Sun,2022-11-27,jaguars,ravens,28,27,-3.5,35,162,1,20,38,0,16,32,254,1,0,29,37,321,3,0,1,1,4,27,4,19,3,20
12,Sun,2022-11-27,commanders,falcons,19,13,-4.0,29,167,0,37,176,0,15,25,174,1,1,14,23,138,2,1,1,9,0,0,4,28,2,20
12,Sun,2022-11-27,panthers,broncos,23,10,-1.0,19,121,0,46,185,1,19,35,142,1,0,11,19,164,1,0,3,17,0,0,4,34,4,44
12,Sun,2022-11-27,jets,bears,31,10,-7.0,29,127,0,32,158,1,14,25,179,1,1,22,29,315,3,0,2,14,1,7,1,5,1,10
12,Sun,2022-11-27,seahawks,raiders,34,40,-4.0,40,283,2,23,65,2,25,36,295,3,2,27,37,328,2,1,1,2,3,21,2,10,7,50
12,Sun,2022-11-27,cardinals,chargers,24,25,-2.5,13,65,0,34,181,1,35,47,274,3,0,18,29,191,2,1,4,28,1,6,3,19,4,30
12,Sun,2022-11-27,chiefs,rams,26,10,-15.5,28,116,0,30,117,1,14,24,106,1,2,27,42,320,1,1,3,24,0,0,3,25,5,25
12,Sun,2022-11-27,49ers,saints,13,0,-9.0,22,63,0,29,96,0,18,30,204,0,0,26,37,222,1,0,1,7,1,1,7,64,6,46
12,Sun,2022-11-27,eagles,packers,40,33,-6.5,21,106,1,49,363,3,17,25,253,3,2,16,28,153,2,0,3,17,2,16,3,25,4,35
12,Mon,2022-11-28,colts,steelers,17,24,-2.5,36,172,2,25,110,1,20,28,174,0,0,22,34,199,1,1,3,23,3,19,2,20,3,19
