Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
9,Thu,2022-11-03,texans,eagles,17,29,-13.5,31,143,2,32,168,0,21,27,243,2,0,13,22,154,2,2,4,26,3,19,4,24,4,31
9,Sun,2022-11-06,jets,bills,20,17,-11.0,22,134,2,34,174,1,18,34,205,0,2,18,25,154,1,0,5,22,2,18,3,30,3,30
9,Sun,2022-11-06,lions,packers,15,9,-3.5,25,106,0,31,117,0,23,43,291,1,3,14,26,137,2,1,1,8,0,0,7,62,8,81
9,Sun,2022-11-06,commanders,vikings,17,20,-3.0,22,56,0,30,137,0,23,41,262,2,1,15,28,149,2,1,2,17,3,23,3,26,5,42
9,Sun,2022-11-06,falcons,chargers,17,20,-3.0,24,91,1,35,201,2,30,43,245,1,1,12,23,129,0,0,0,0,2,15,2,15,5,45
9,Sun,2022-11-06,bengals,panthers,42,21,-7.0,18,64,1,39,241,5,17,30,164,2,2,25,31,228,1,0,0,0,2,5,5,35,7,50
9,Sun,2022-11-06,bears,dolphins,32,35,-4.0,23,77,1,40,252,1,21,30,302,3,0,17,28,123,3,0,0,0,2,7,4,92,3,38
9,Sun,2022-11-06,patriots,colts,26,3,-5.0,22,78,0,28,70,0,15,29,103,0,1,20,30,147,1,0,9,60,4,14,4,35,2,15
9,Sun,2022-11-06,jaguars,raiders,27,20,-2.5,19,73,0,37,168,2,21,36,259,2,0,25,31,235,1,0,2,11,0,0,4,30,5,45
9,Sun,2022-11-06,cardinals,seahawks,21,31,-2.0,34,158,2,21,122,0,26,34,275,2,1,25,35,175,2,0,2,12,5,35,12,77,6,34
9,Sun,2022-11-06,buccaneers,rams,16,13,-3.0,24,68,0,20,51,0,13,27,165,1,0,36,58,280,1,0,4,27,1,8,7,55,4,53
9,Sun,2022-11-06,chiefs,titans,20,17,-12.5,29,172,2,19,77,1,5,16,80,0,0,43,68,446,1,1,3,23,4,24,10,69,8,51
9,Mon,2022-11-07,saints,ravens,13,27,-1.5,40,188,2,15,48,0,12,22,133,1,0,20,30,223,1,1,3,2,4,28,5,40,5,31
