Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
4,Thu,2022-09-29,8:15PM,bengals,dolphins,27,15,2022-09-30 01:15:00+00:00,2022-09-26 00:15:00+00:00,2022-09-30 00:15:00+00:00,MIA,CIN,22-85-0,30-67-1,22-37-303-1-2,21-32-310-2-0,1-10,1-6,6-41,6-74,Cincinnati Bengals -3.5,https://www.pro-football-reference.com/boxscores/202209290cin.htm
4,Sun,2022-10-02,9:30AM,saints,vikings,25,28,2022-10-02 14:30:00+00:00,2022-09-28 13:30:00+00:00,2022-10-02 13:30:00+00:00,MIN,NOR,25-81-1,27-111-2,26-39-286-1-1,20-28-236-1-0,3-23,2-9,5-35,10-102,Minnesota Vikings -3.5,https://www.pro-football-reference.com/boxscores/202210020nor.htm
4,Sun,2022-10-02,1:00PM,falcons,browns,23,20,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,CLE,ATL,35-177-2,35-202-2,21-35-234-0-1,7-19-139-0-1,1-8,1-8,7-51,1-15,Cleveland Browns -1.0,https://www.pro-football-reference.com/boxscores/202210020atl.htm
4,Sun,2022-10-02,1:00PM,ravens,bills,20,23,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,BUF,BAL,25-125-1,33-162-1,19-36-213-1-1,20-29-144-1-2,1-12,2-10,4-31,9-70,Buffalo Bills -3.0,https://www.pro-football-reference.com/boxscores/202210020rav.htm
4,Sun,2022-10-02,1:00PM,giants,bears,20,12,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,CHI,NYG,32-149-0,44-262-2,11-22-174-0-0,9-16-82-0-1,6-19,1-11,5-65,7-55,New York Giants -3.0,https://www.pro-football-reference.com/boxscores/202210020nyg.htm
4,Sun,2022-10-02,1:00PM,colts,titans,17,24,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,TEN,IND,28-127-1,23-38-0,17-21-137-2-0,27-37-356-2-1,3-21,3-29,6-40,7-50,Indianapolis Colts -3.5,https://www.pro-football-reference.com/boxscores/202210020clt.htm
4,Sun,2022-10-02,1:00PM,cowboys,commanders,25,10,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,WAS,DAL,27-142-0,29-62-0,25-42-170-1-2,15-27-223-2-0,2-15,1-6,11-136,4-20,Dallas Cowboys -3.0,https://www.pro-football-reference.com/boxscores/202210020dal.htm
4,Sun,2022-10-02,1:00PM,lions,seahawks,45,48,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,SEA,DET,33-235-3,25-145-2,23-30-320-2-0,27-40-384-4-1,0-0,1-9,11-76,8-59,Detroit Lions -3.5,https://www.pro-football-reference.com/boxscores/202210020det.htm
4,Sun,2022-10-02,1:00PM,texans,chargers,24,34,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,LAC,HOU,27-81-2,14-131-1,27-39-340-2-0,26-35-246-2-2,1-2,4-31,6-61,9-67,Los Angeles Chargers -6.0,https://www.pro-football-reference.com/boxscores/202210020htx.htm
4,Sun,2022-10-02,1:00PM,eagles,jaguars,29,21,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,JAX,PHI,19-71-0,50-210-4,11-23-174-2-1,16-25-204-0-1,4-26,2-13,4-38,3-20,Philadelphia Eagles -6.5,https://www.pro-football-reference.com/boxscores/202210020phi.htm
4,Sun,2022-10-02,1:00PM,steelers,jets,20,24,2022-10-02 18:00:00+00:00,2022-09-28 17:00:00+00:00,2022-10-02 17:00:00+00:00,NYJ,PIT,29-98-1,31-119-2,19-37-254-2-2,17-26-204-0-4,1-4,3-26,7-64,8-55,Pittsburgh Steelers -3.5,https://www.pro-football-reference.com/boxscores/202210020pit.htm
4,Sun,2022-10-02,4:05PM,panthers,cardinals,16,26,2022-10-02 21:05:00+00:00,2022-09-28 20:05:00+00:00,2022-10-02 20:05:00+00:00,ARI,CAR,37-132-1,13-40-0,23-32-207-2-1,22-36-197-1-2,1-1,2-17,7-61,6-76,Carolina Panthers -1.0,https://www.pro-football-reference.com/boxscores/202210020car.htm
4,Sun,2022-10-02,4:25PM,raiders,broncos,32,23,2022-10-02 21:25:00+00:00,2022-09-28 20:25:00+00:00,2022-10-02 20:25:00+00:00,DEN,LVR,20-85-1,38-212-2,17-25-237-2-0,21-34-188-0-0,3-23,2-15,7-50,4-25,Las Vegas Raiders -2.5,https://www.pro-football-reference.com/boxscores/202210020rai.htm
4,Sun,2022-10-02,4:25PM,packers,patriots,27,24,2022-10-02 21:25:00+00:00,2022-09-28 20:25:00+00:00,2022-10-02 20:25:00+00:00,NWE,GNB,33-167-1,35-199-1,15-21-136-1-0,21-35-251-2-1,4-32,1-7,7-75,4-40,Green Bay Packers -9.5,https://www.pro-football-reference.com/boxscores/202210020gnb.htm
4,Sun,2022-10-02,8:20PM,buccaneers,chiefs,31,41,2022-10-03 01:20:00+00:00,2022-09-29 00:20:00+00:00,2022-10-03 00:20:00+00:00,KAN,TAM,37-189-2,6-3-1,23-37-249-3-1,39-52-385-3-0,3-21,1-12,4-32,5-40,Tampa Bay Buccaneers -1.0,https://www.pro-football-reference.com/boxscores/202210020tam.htm
4,Mon,2022-10-03,8:15PM,49ers,rams,24,9,2022-10-04 01:15:00+00:00,2022-09-30 00:15:00+00:00,2022-10-04 00:15:00+00:00,LAR,SFO,18-57-0,22-88-1,32-48-254-0-1,16-27-239-1-0,7-54,0-0,1-5,4-25,San Francisco 49ers -1.5,https://www.pro-football-reference.com/boxscores/202210030sfo.htm
