Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
17,Thu,2022-12-29,8:15 PM,titans,cowboys,,,2022-12-30 01:15:00+00:00,2022-12-26 00:15:00+00:00,2022-12-30 00:15:00+00:00,DAL,TEN,32-87-1,24-97-0,29-41-282-2-2,20-39-232-1-1,1-8,2-12,3-35,10-124,Dallas Cowboys -12.5,https://www.pro-football-reference.com/boxscores/202212290oti.htm
17,Sun,2023-01-01,1:00 PM,buccaneers,panthers,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,CAR,TAM,22-74-0,25-67-1,23-37-341-3-1,34-45-432-3-0,2-15,3-21,8-58,8-51,Tampa Bay Buccaneers -3.5,https://www.pro-football-reference.com/boxscores/202301010tam.htm
17,Sun,2023-01-01,1:00 PM,ravens,steelers,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,PIT,BAL,41-198-0,28-120-0,15-27-168-1-0,14-21-130-1-1,2-15,1-10,6-43,4-30,Baltimore Ravens -2.5,https://www.pro-football-reference.com/boxscores/202301010rav.htm
17,Sun,2023-01-01,1:00 PM,eagles,saints,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,NOR,PHI,35-129-1,15-67-0,20-24-229-0-1,18-32-274-1-1,7-45,6-28,3-20,8-49,Philadelphia Eagles -5.5,https://www.pro-football-reference.com/boxscores/202301010phi.htm
17,Sun,2023-01-01,1:00 PM,patriots,dolphins,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,MIA,NWE,27-86-1,21-76-0,24-40-265-2-2,20-33-204-2-0,2-18,3-31,9-71,6-39,New England Patriots -2.5,https://www.pro-football-reference.com/boxscores/202301010nwe.htm
17,Sun,2023-01-01,1:00 PM,texans,jaguars,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,JAX,HOU,29-169-3,21-84-0,22-29-181-0-2,25-44-211-0-0,2-13,2-18,2-30,7-45,Jacksonville Jaguars -3.0,https://www.pro-football-reference.com/boxscores/202301010htx.htm
17,Sun,2023-01-01,1:00 PM,chiefs,broncos,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,DEN,KAN,24-117-2,16-46-1,26-38-222-1-1,29-42-328-3-1,4-32,0-0,3-23,5-31,Kansas City Chiefs -12.5,https://www.pro-football-reference.com/boxscores/202301010kan.htm
17,Sun,2023-01-01,1:00 PM,giants,colts,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,IND,NYG,27-128-0,37-217-2,17-27-141-1-1,19-24-177-2-0,2-17,0-0,7-60,3-20,New York Giants -5.5,https://www.pro-football-reference.com/boxscores/202301010nyg.htm
17,Sun,2023-01-01,1:00 PM,commanders,browns,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,CLE,WAS,30-146-0,37-136-1,9-18-169-3-0,16-28-143-0-3,5-14,3-19,3-20,5-24,Washington Commanders -2.0,https://www.pro-football-reference.com/boxscores/202301010was.htm
17,Sun,2023-01-01,1:00 PM,lions,bears,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,CHI,DET,22-200-0,39-265-2,7-21-75-1-1,21-29-255-3-0,7-45,2-16,3-49,6-42,Detroit Lions -6.0,https://www.pro-football-reference.com/boxscores/202301010det.htm
17,Sun,2023-01-01,1:00 PM,falcons,cardinals,,,2023-01-01 18:00:00+00:00,2022-12-28 17:00:00+00:00,2023-01-01 17:00:00+00:00,ARI,ATL,27-126-0,34-132-2,24-40-222-1-0,19-26-169-0-0,2-9,1-3,8-50,5-70,Atlanta Falcons -6.0,https://www.pro-football-reference.com/boxscores/202301010atl.htm
17,Sun,2023-01-01,4:05 PM,raiders,49ers,,,2023-01-01 21:05:00+00:00,2022-12-28 20:05:00+00:00,2023-01-01 20:05:00+00:00,SFO,LVR,27-170-2,32-135-1,22-35-284-2-1,23-34-365-3-2,0-0,0-0,9-71,6-49,San Francisco 49ers -9.5,https://www.pro-football-reference.com/boxscores/202301010rai.htm
17,Sun,2023-01-01,4:05 PM,seahawks,jets,,,2023-01-01 21:05:00+00:00,2022-12-28 20:05:00+00:00,2023-01-01 20:05:00+00:00,NYJ,SEA,17-75-0,38-198-0,23-46-240-0-2,18-29-183-2-0,4-36,4-35,2-10,5-25,New York Jets -1.5,https://www.pro-football-reference.com/boxscores/202301010sea.htm
17,Sun,2023-01-01,4:25 PM,packers,vikings,,,2023-01-01 21:25:00+00:00,2022-12-28 20:25:00+00:00,2023-01-01 20:25:00+00:00,MIN,GNB,20-102-0,33-163-2,22-35-262-2-3,17-27-168-1-0,2-18,1-16,6-35,3-30,Green Bay Packers -3.0,https://www.pro-football-reference.com/boxscores/202301010gnb.htm
17,Sun,2023-01-01,8:20 PM,chargers,rams,,,2023-01-02 01:20:00+00:00,2022-12-29 00:20:00+00:00,2023-01-02 00:20:00+00:00,LAR,LAC,26-166-1,31-192-2,11-19-132-0-0,24-31-239-2-0,3-21,0-0,3-22,2-19,Los Angeles Chargers -6.5,https://www.pro-football-reference.com/boxscores/202301010sdg.htm
