Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
8,Thu,2022-10-27,buccaneers,ravens,22,27,-1.5,33,231,1,15,44,1,27,38,238,2,0,26,44,325,1,0,3,16,3,20,4,35,7,101
8,Sun,2022-10-30,jaguars,broncos,17,21,-2.0,28,101,2,32,191,1,18,30,252,1,1,18,31,133,1,2,3,22,2,19,5,54,12,80
8,Sun,2022-10-30,lions,dolphins,27,31,-3.5,26,107,1,19,82,2,29,36,382,3,0,27,37,321,1,0,2,13,1,10,6,30,7,55
8,Sun,2022-10-30,eagles,steelers,35,13,-10.5,24,144,0,20,111,1,27,40,196,1,1,20,30,308,4,0,6,38,3,18,8,60,9,60
8,Sun,2022-10-30,falcons,panthers,37,34,-4.0,36,169,3,37,167,0,19,36,317,1,1,20,28,253,3,2,1,8,2,14,7,64,9,74
8,Sun,2022-10-30,cowboys,bears,49,29,-10.0,43,240,2,29,200,4,18,24,156,2,0,21,27,250,2,1,4,25,1,8,6,41,6,45
8,Sun,2022-10-30,vikings,cardinals,34,26,-3.5,22,78,0,29,173,3,31,44,326,3,2,24,36,232,2,0,4,29,3,24,10,86,10,67
8,Sun,2022-10-30,saints,raiders,24,0,-1.5,13,38,0,32,136,1,23,39,173,0,1,23,31,231,2,0,4,28,0,0,5,27,6,59
8,Sun,2022-10-30,jets,patriots,17,22,-2.5,34,127,0,15,51,0,24,35,194,1,1,20,41,355,2,3,6,33,2,19,4,41,6,54
8,Sun,2022-10-30,texans,titans,10,17,-3.5,45,314,2,18,43,0,6,10,55,0,1,17,30,152,1,1,3,15,3,34,6,45,6,35
8,Sun,2022-10-30,rams,49ers,14,31,-2.5,23,111,1,21,56,1,22,26,269,3,0,22,33,187,1,0,3,12,2,20,4,50,3,8
8,Sun,2022-10-30,colts,commanders,16,17,-3.0,28,96,1,29,135,1,23,31,279,1,1,17,23,201,0,0,2,13,2,12,3,25,3,52
8,Sun,2022-10-30,seahawks,giants,27,13,-3.0,28,78,1,25,87,1,17,31,176,0,0,23,34,212,2,0,5,29,3,22,3,25,6,53
8,Sun,2022-10-30,bills,packers,27,17,-10.5,31,208,0,27,153,1,19,30,203,2,1,13,25,218,2,2,2,13,2,2,4,35,8,58
8,Mon,2022-10-31,browns,bengals,32,13,-3.0,10,36,0,44,172,3,25,35,232,2,1,17,23,278,1,1,5,39,2,10,6,56,2,6
