Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
9,Thu,2022-11-03,8:15PM,texans,eagles,17,29,2022-11-04 01:15:00+00:00,2022-10-31 00:15:00+00:00,2022-11-04 00:15:00+00:00,PHI,HOU,31-143-2,32-168-0,21-27-243-2-0,13-22-154-2-2,4-26,3-19,4-31,4-24,Philadelphia Eagles -13.5,https://www.pro-football-reference.com/boxscores/202211030htx.htm
9,Sun,2022-11-06,1:00PM,jets,bills,20,17,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,BUF,NYJ,22-134-2,34-174-1,18-34-205-0-2,18-25-154-1-0,5-22,2-18,3-30,3-30,Buffalo Bills -11.0,https://www.pro-football-reference.com/boxscores/202211060nyj.htm
9,Sun,2022-11-06,1:00PM,lions,packers,15,9,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,GNB,DET,25-106-0,31-117-0,23-43-291-1-3,14-26-137-2-1,1-8,0-0,8-81,7-62,Green Bay Packers -3.5,https://www.pro-football-reference.com/boxscores/202211060det.htm
9,Sun,2022-11-06,1:00PM,commanders,vikings,17,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,MIN,WAS,22-56-0,30-137-0,23-41-262-2-1,15-28-149-2-1,2-17,3-23,5-42,3-26,Minnesota Vikings -3.0,https://www.pro-football-reference.com/boxscores/202211060was.htm
9,Sun,2022-11-06,1:00PM,falcons,chargers,17,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,LAC,ATL,24-91-1,35-201-2,30-43-245-1-1,12-23-129-0-0,0-0,2-15,5-45,2-15,Los Angeles Chargers -3.0,https://www.pro-football-reference.com/boxscores/202211060atl.htm
9,Sun,2022-11-06,1:00PM,bengals,panthers,42,21,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,CAR,CIN,18-64-1,39-241-5,17-30-164-2-2,25-31-228-1-0,0-0,2-5,7-50,5-35,Cincinnati Bengals -7.0,https://www.pro-football-reference.com/boxscores/202211060cin.htm
9,Sun,2022-11-06,1:00PM,bears,dolphins,32,35,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,MIA,CHI,23-77-1,40-252-1,21-30-302-3-0,17-28-123-3-0,0-0,2-7,3-38,4-92,Miami Dolphins -4.0,https://www.pro-football-reference.com/boxscores/202211060chi.htm
9,Sun,2022-11-06,1:00PM,patriots,colts,26,3,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,IND,NWE,22-78-0,28-70-0,15-29-103-0-1,20-30-147-1-0,9-60,4-14,2-15,4-35,New England Patriots -5.0,https://www.pro-football-reference.com/boxscores/202211060nwe.htm
9,Sun,2022-11-06,1:00PM,jaguars,raiders,27,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00,LVR,JAX,19-73-0,37-168-2,21-36-259-2-0,25-31-235-1-0,2-11,0-0,5-45,4-30,Las Vegas Raiders -2.5,https://www.pro-football-reference.com/boxscores/202211060jax.htm
9,Sun,2022-11-06,4:05PM,cardinals,seahawks,21,31,2022-11-06 21:05:00+00:00,2022-11-02 20:05:00+00:00,2022-11-06 20:05:00+00:00,SEA,ARI,34-158-2,21-122-0,26-34-275-2-1,25-35-175-2-0,2-12,5-35,6-34,12-77,Arizona Cardinals -2.0,https://www.pro-football-reference.com/boxscores/202211060crd.htm
9,Sun,2022-11-06,4:25PM,buccaneers,rams,16,13,2022-11-06 21:25:00+00:00,2022-11-02 20:25:00+00:00,2022-11-06 20:25:00+00:00,LAR,TAM,24-68-0,20-51-0,13-27-165-1-0,36-58-280-1-0,4-27,1-8,4-53,7-55,Tampa Bay Buccaneers -3.0,https://www.pro-football-reference.com/boxscores/202211060tam.htm
9,Sun,2022-11-06,8:20PM,chiefs,titans,20,17,2022-11-07 01:20:00+00:00,2022-11-03 00:20:00+00:00,2022-11-07 00:20:00+00:00,TEN,KAN,29-172-2,19-77-1,5-16-80-0-0,43-68-446-1-1,3-23,4-24,8-51,10-69,Kansas City Chiefs -12.5,https://www.pro-football-reference.com/boxscores/202211060kan.htm
9,Mon,2022-11-07,8:15PM,saints,ravens,13,27,2022-11-08 01:15:00+00:00,2022-11-04 00:15:00+00:00,2022-11-08 00:15:00+00:00,BAL,NOR,40-188-2,15-48-0,12-22-133-1-0,20-30-223-1-1,3-2,4-28,5-31,5-40,Baltimore Ravens -1.5,https://www.pro-football-reference.com/boxscores/202211070nor.htm
