Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
1,Thu,2022-09-08,8:20PM,rams,bills,10,31,2022-09-09 01:20:00+00:00,2022-09-05 00:20:00+00:00,2022-09-09 00:20:00+00:00,BUF,LAR,25-121-1,18-52-0,26-31-297-3-2,29-41-240-1-3,2-5,7-49,5-35,4-30,Buffalo Bills -2.5,https://www.pro-football-reference.com/boxscores/202209080ram.htm
1,Sun,2022-09-11,1:00PM,falcons,saints,26,27,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,NOR,ATL,19-151-1,38-201-2,23-34-269-2-0,20-33-215-0-0,4-35,0-0,8-99,8-55,New Orleans Saints -5.5,https://www.pro-football-reference.com/boxscores/202209110atl.htm
1,Sun,2022-09-11,1:00PM,panthers,browns,24,26,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,CLE,CAR,39-217-1,19-54-2,18-34-147-1-0,16-27-235-1-1,1-9,4-28,9-71,8-96,Carolina Panthers -1.5,https://www.pro-football-reference.com/boxscores/202209110car.htm
1,Sun,2022-09-11,1:00PM,bears,49ers,19,10,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,SFO,CHI,37-176-1,37-99-1,13-28-164-0-1,8-17-121-2-1,2-9,2-16,12-99,3-24,San Francisco 49ers -6.0,https://www.pro-football-reference.com/boxscores/202209110chi.htm
1,Sun,2022-09-11,1:00PM,bengals,steelers,20,23,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,PIT,CIN,22-75-0,34-133-0,21-38-194-1-0,33-53-338-2-4,1-2,7-39,8-59,4-27,Cincinnati Bengals -7.0,https://www.pro-football-reference.com/boxscores/202209110cin.htm
1,Sun,2022-09-11,1:00PM,texans,colts,20,20,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,IND,HOU,38-177-1,28-77-0,32-50-352-1-1,23-37-240-2-0,2-12,3-18,7-89,6-40,Indianapolis Colts -7.0,https://www.pro-football-reference.com/boxscores/202209110htx.htm
1,Sun,2022-09-11,1:00PM,lions,eagles,35,38,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,PHI,DET,39-216-4,28-181-3,18-32-243-0-0,21-37-215-2-1,1-4,1-10,10-61,7-65,Philadelphia Eagles -6.0,https://www.pro-football-reference.com/boxscores/202209110det.htm
1,Sun,2022-09-11,1:00PM,commanders,jaguars,28,22,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,JAX,WAS,18-123-1,28-85-0,24-42-275-1-1,27-41-313-4-2,2-15,1-8,13-90,6-63,Washington Commanders -3.0,https://www.pro-football-reference.com/boxscores/202209110was.htm
1,Sun,2022-09-11,1:00PM,dolphins,patriots,20,7,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,NWE,MIA,22-78-0,23-65-0,21-30-213-1-1,23-33-270-1-0,2-20,3-28,3-15,4-20,Miami Dolphins -3.0,https://www.pro-football-reference.com/boxscores/202209110mia.htm
1,Sun,2022-09-11,1:00PM,jets,ravens,9,24,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00,BAL,NYJ,21-63-0,17-83-0,17-30-213-3-1,37-59-309-1-1,2-2,3-12,5-29,6-81,Baltimore Ravens -6.5,https://www.pro-football-reference.com/boxscores/202209110nyj.htm
