Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
14,Thu,2022-12-08,8:15 PM,rams,raiders,17,16,2022-12-09 01:15:00+00:00,2022-12-05 00:15:00+00:00,2022-12-09 00:15:00+00:00,LVR,LAR,38-165-1,22-71-1,11-20-137-0-2,22-35-230-1-0,0-0,4-19,7-94,7-60,Las Vegas Raiders -6.0,https://www.pro-football-reference.com/boxscores/202212080ram.htm
14,Sun,2022-12-11,1:00 PM,bills,jets,20,12,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,NYJ,BUF,22-76-1,24-102-1,28-47-269-0-0,16-27-147-1-0,4-36,3-17,7-61,5-35,Buffalo Bills -10.0,https://www.pro-football-reference.com/boxscores/202212110buf.htm
14,Sun,2022-12-11,1:00 PM,bengals,browns,23,10,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,CLE,CIN,25-71-0,26-136-1,26-43-276-1-1,18-33-239-2-1,2-3,2-12,9-98,4-36,Cincinnati Bengals -5.5,https://www.pro-football-reference.com/boxscores/202212110cin.htm
14,Sun,2022-12-11,1:00 PM,cowboys,texans,27,23,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,HOU,DAL,37-114-1,31-127-2,20-27-213-1-1,24-39-284-1-2,0-0,1-7,4-25,3-10,Dallas Cowboys -17.0,https://www.pro-football-reference.com/boxscores/202212110dal.htm
14,Sun,2022-12-11,1:00 PM,lions,vikings,34,23,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,MIN,DET,17-22-1,30-134-1,31-41-425-2-0,27-39-330-3-0,4-31,0-0,3-25,7-51,Detroit Lions -2.0,https://www.pro-football-reference.com/boxscores/202212110det.htm
14,Sun,2022-12-11,1:00 PM,titans,jaguars,22,36,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,JAX,TEN,25-60-1,20-137-1,30-42-368-3-0,25-38-254-2-1,0-0,4-27,9-70,5-50,Tennessee Titans -3.5,https://www.pro-football-reference.com/boxscores/202212110oti.htm
14,Sun,2022-12-11,1:00 PM,giants,eagles,22,48,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,PHI,NYG,31-253-4,24-123-1,21-31-217-2-0,23-32-216-2-0,4-33,7-35,2-9,5-34,Philadelphia Eagles -7.0,https://www.pro-football-reference.com/boxscores/202212110nyg.htm
14,Sun,2022-12-11,1:00 PM,steelers,ravens,14,16,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00,BAL,PIT,42-215-1,20-65-1,11-17-104-0-0,22-31-276-1-3,2-10,2-12,5-46,2-15,Pittsburgh Steelers -1.5,https://www.pro-football-reference.com/boxscores/202212110pit.htm
14,Sun,2022-12-11,4:20 PM,broncos,chiefs,28,34,2022-12-11 21:20:00+00:00,2022-12-07 20:20:00+00:00,2022-12-11 20:20:00+00:00,KAN,DEN,23-89-0,19-106-0,28-42-352-3-3,27-44-263-4-2,2-10,6-49,4-70,6-38,Kansas City Chiefs -8.5,https://www.pro-football-reference.com/boxscores/202212110den.htm
14,Sun,2022-12-11,4:25 PM,seahawks,panthers,24,30,2022-12-11 21:25:00+00:00,2022-12-07 20:25:00+00:00,2022-12-11 20:25:00+00:00,CAR,SEA,46-223-2,14-46-0,14-24-120-1-0,21-36-264-3-2,2-15,3-23,6-29,3-35,Seattle Seahawks -4.0,https://www.pro-football-reference.com/boxscores/202212110sea.htm
14,Sun,2022-12-11,4:25 PM,49ers,buccaneers,35,7,2022-12-11 21:25:00+00:00,2022-12-07 20:25:00+00:00,2022-12-11 20:25:00+00:00,TAM,SFO,19-69-0,36-209-3,34-55-253-1-2,17-23-195-2-0,0-0,0-0,8-62,2-15,San Francisco 49ers -3.5,https://www.pro-football-reference.com/boxscores/202212110sfo.htm
14,Sun,2022-12-11,8:20 PM,chargers,dolphins,23,17,2022-12-12 01:20:00+00:00,2022-12-08 00:20:00+00:00,2022-12-12 00:20:00+00:00,MIA,LAC,19-92-0,23-82-1,10-28-145-1-0,39-51-367-1-0,2-18,4-17,6-50,6-40,Miami Dolphins -3.0,https://www.pro-football-reference.com/boxscores/202212110sdg.htm
14,Mon,2022-12-12,8:15 PM,cardinals,patriots,13,27,2022-12-13 01:15:00+00:00,2022-12-09 00:15:00+00:00,2022-12-13 00:15:00+00:00,NWE,ARI,21-103-2,22-113-1,24-35-235-0-1,28-41-255-0-1,1-10,6-45,8-80,8-48,New England Patriots -1.5,https://www.pro-football-reference.com/boxscores/202212120crd.htm
