Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
13,Thu,2022-12-01,8:15 PM,patriots,bills,10,24,2022-12-02 01:15:00+00:00,2022-11-28 00:15:00+00:00,2022-12-02 00:15:00+00:00,BUF,NWE,37-132-1,14-60-0,22-33-223-2-0,22-36-195-1-0,2-0,1-13,6-47,6-62,Buffalo Bills -3.5,https://www.pro-football-reference.com/boxscores/202212010nwe.htm
13,Sun,2022-12-04,1:00 PM,texans,browns,14,27,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,CLE,HOU,38-174-0,22-82-0,12-22-131-0-1,20-39-201-1-2,1-1,0-0,6-56,5-31,Cleveland Browns -8.0,https://www.pro-football-reference.com/boxscores/202212040htx.htm
13,Sun,2022-12-04,1:00 PM,ravens,broncos,10,9,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,DEN,BAL,28-88-0,28-103-1,17-22-189-0-0,30-37-198-0-2,2-5,4-16,4-48,3-15,Baltimore Ravens -9.5,https://www.pro-football-reference.com/boxscores/202212040rav.htm
13,Sun,2022-12-04,1:00 PM,lions,jaguars,40,14,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,JAX,DET,19-95-0,31-100-2,19-34-185-1-0,31-41-340-2-0,2-14,2-3,5-24,1-10,Detroit Lions -1.0,https://www.pro-football-reference.com/boxscores/202212040det.htm
13,Sun,2022-12-04,1:00 PM,vikings,jets,27,22,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,NYJ,MIN,24-120-1,29-128-2,31-58-369-0-2,21-35-173-1-0,1-3,2-14,6-40,3-44,Minnesota Vikings -3.0,https://www.pro-football-reference.com/boxscores/202212040min.htm
13,Sun,2022-12-04,1:00 PM,giants,commanders,20,20,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,WAS,NYG,36-165-0,30-134-1,27-41-275-2-0,25-31-200-1-0,5-29,4-18,7-55,4-34,Washington Commanders -2.0,https://www.pro-football-reference.com/boxscores/202212040nyg.htm
13,Sun,2022-12-04,1:00 PM,eagles,titans,35,10,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,TEN,PHI,21-87-0,24-67-2,16-26-157-1-0,30-41-391-3-0,6-35,2-5,7-82,12-80,Philadelphia Eagles -4.0,https://www.pro-football-reference.com/boxscores/202212040phi.htm
13,Sun,2022-12-04,1:00 PM,falcons,steelers,16,19,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,PIT,ATL,37-154-0,28-146-0,16-28-197-1-0,13-24-167-1-1,0-0,1-7,7-30,6-48,Atlanta Falcons -1.0,https://www.pro-football-reference.com/boxscores/202212040atl.htm
13,Sun,2022-12-04,1:00 PM,bears,packers,19,28,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00,GNB,CHI,32-175-2,25-155-2,18-31-182-1-0,20-25-254-0-2,0-0,0-0,2-20,5-63,Green Bay Packers -4.5,https://www.pro-football-reference.com/boxscores/202212040chi.htm
13,Sun,2022-12-04,4:05 PM,49ers,dolphins,33,17,2022-12-04 21:05:00+00:00,2022-11-30 20:05:00+00:00,2022-12-04 20:05:00+00:00,MIA,SFO,8-33-0,34-121-0,18-34-295-2-3,27-41-266-2-1,3-20,4-36,8-68,4-45,San Francisco 49ers -4.5,https://www.pro-football-reference.com/boxscores/202212040sfo.htm
