Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
6,Thu,2022-10-13,bears,commanders,7,12,-1.0,28,128,1,37,237,0,12,22,99,0,0,14,27,190,1,1,3,13,5,36,4,42,7,36
6,Sun,2022-10-16,falcons,49ers,28,14,-4.5,16,50,0,40,168,1,29,41,296,2,2,13,14,129,2,0,0,0,2,8,5,40,5,30
6,Sun,2022-10-16,saints,bengals,26,30,-3.0,14,75,1,34,228,1,28,37,300,3,0,19,36,178,1,0,3,27,1,7,4,34,3,30
6,Sun,2022-10-16,browns,patriots,15,38,-2.5,29,98,3,18,70,0,24,34,309,2,0,21,45,266,1,2,2,8,4,8,7,63,12,92
6,Sun,2022-10-16,colts,jaguars,34,27,-1.5,33,243,3,16,45,1,20,22,165,1,0,42,58,389,3,0,4,29,0,0,7,52,4,44
6,Sun,2022-10-16,packers,jets,10,27,-7.5,33,179,2,20,60,0,10,18,110,0,0,28,45,254,1,0,2,11,4,36,7,42,7,79
6,Sun,2022-10-16,dolphins,vikings,16,24,-3.0,17,78,1,20,73,0,20,30,175,2,0,30,47,418,2,2,3,19,6,33,10,97,2,20
6,Sun,2022-10-16,giants,ravens,24,20,-5.5,24,211,1,31,83,1,17,32,210,1,1,19,27,173,2,0,2,15,4,18,3,25,10,74
6,Sun,2022-10-16,steelers,buccaneers,20,18,-9.5,26,75,0,29,77,0,25,40,243,1,0,20,30,211,2,0,2,14,2,18,7,45,6,42
6,Sun,2022-10-16,rams,panthers,24,10,-10.0,21,93,0,29,111,2,13,21,119,0,1,26,33,253,1,1,2,9,1,4,7,49,3,30
6,Sun,2022-10-16,seahawks,cardinals,19,9,-2.5,28,144,0,30,136,1,23,37,222,0,1,20,31,197,0,0,6,51,5,37,6,44,6,53
6,Sun,2022-10-16,chiefs,bills,20,24,-2.5,31,125,0,18,68,0,27,40,329,3,0,25,40,338,2,2,1,11,3,19,5,58,7,35
6,Sun,2022-10-16,eagles,cowboys,26,17,-6.5,26,134,1,39,136,1,18,38,181,1,3,15,25,155,2,0,0,0,4,23,2,10,10,72
6,Mon,2022-10-17,chargers,broncos,19,16,-4.5,23,98,0,24,73,1,15,28,188,1,0,37,57,238,0,1,4,28,2,14,9,89,10,151
