Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
13,Thu,2022-12-01,patriots,bills,10,24,-3.5,37,132,1,14,60,0,22,33,223,2,0,22,36,195,1,0,2,0,1,13,6,62,6,47
13,Sun,2022-12-04,texans,browns,14,27,-8.0,38,174,0,22,82,0,12,22,131,0,1,20,39,201,1,2,1,1,0,0,5,31,6,56
13,Sun,2022-12-04,ravens,broncos,10,9,-9.5,28,88,0,28,103,1,17,22,189,0,0,30,37,198,0,2,2,5,4,16,3,15,4,48
13,Sun,2022-12-04,lions,jaguars,40,14,-1.0,19,95,0,31,100,2,19,34,185,1,0,31,41,340,2,0,2,14,2,3,1,10,5,24
13,Sun,2022-12-04,vikings,jets,27,22,-3.0,24,120,1,29,128,2,31,58,369,0,2,21,35,173,1,0,1,3,2,14,3,44,6,40
13,Sun,2022-12-04,giants,commanders,20,20,-2.0,36,165,0,30,134,1,27,41,275,2,0,25,31,200,1,0,5,29,4,18,4,34,7,55
13,Sun,2022-12-04,eagles,titans,35,10,-4.0,21,87,0,24,67,2,16,26,157,1,0,30,41,391,3,0,6,35,2,5,12,80,7,82
13,Sun,2022-12-04,falcons,steelers,16,19,-1.0,37,154,0,28,146,0,16,28,197,1,0,13,24,167,1,1,0,0,1,7,6,48,7,30
13,Sun,2022-12-04,bears,packers,19,28,-4.5,32,175,2,25,155,2,18,31,182,1,0,20,25,254,0,2,0,0,0,0,5,63,2,20
13,Sun,2022-12-04,49ers,dolphins,33,17,-4.5,8,33,0,34,121,0,18,34,295,2,3,27,41,266,2,1,3,20,4,36,4,45,8,68
13,Sun,2022-12-04,rams,seahawks,23,27,-7.0,22,90,0,33,171,2,28,39,367,3,1,14,26,178,0,2,4,19,4,30,4,39,6,42
13,Sun,2022-12-04,bengals,chiefs,27,24,-2.5,25,138,2,34,152,1,16,27,223,1,0,25,31,286,2,0,2,12,1,7,6,65,4,35
13,Sun,2022-12-04,raiders,chargers,27,20,-2.5,22,72,0,29,154,1,28,47,335,1,0,16,30,250,2,1,5,21,0,0,3,15,4,20
13,Sun,2022-12-04,cowboys,colts,54,19,-10.5,30,106,0,34,220,4,21,37,233,2,3,20,30,170,3,1,3,30,1,5,3,43,6,88
13,Mon,2022-12-05,buccaneers,saints,17,16,-3.0,25,66,0,20,76,0,21,29,250,1,0,36,54,281,2,1,2,18,1,7,4,39,6,84
