Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
18,Sat,2023-01-07,4:30 PM,raiders,chiefs,13,31,2023-01-07 21:30:00+00:00,2023-01-03 20:30:00+00:00,2023-01-07 20:30:00+00:00,KAN,LVR,28-168-3,25-99-0,18-26-202-1-0,22-36-219-1-1,2-21,6-39,5-43,6-47,Kansas City Chiefs -9.0,https://www.pro-football-reference.com/boxscores/202301070rai.htm
18,Sat,2023-01-07,8:15 PM,jaguars,titans,20,16,2023-01-08 01:15:00+00:00,2023-01-04 00:15:00+00:00,2023-01-08 00:15:00+00:00,TEN,JAX,39-147-0,14-19-0,20-29-179-1-1,20-32-212-1-0,4-14,1-9,6-40,4-25,Jacksonville Jaguars -6.5,https://www.pro-football-reference.com/boxscores/202301070jax.htm
18,Sun,2023-01-08,1:00 PM,bills,patriots,35,23,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,NWE,BUF,23-107-0,25-90-0,26-40-243-3-3,19-31-254-3-1,1-9,2-17,2-20,2-20,Buffalo Bills -7.5,https://www.pro-football-reference.com/boxscores/202301080buf.htm
18,Sun,2023-01-08,1:00 PM,bengals,ravens,27,16,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,BAL,CIN,27-110-1,20-55-1,19-44-286-0-2,25-42-215-1-0,4-10,2-13,5-22,3-35,Cincinnati Bengals -9.0,https://www.pro-football-reference.com/boxscores/202301080cin.htm
18,Sun,2023-01-08,1:00 PM,falcons,buccaneers,30,17,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,TAM,ATL,20-86-0,35-174-1,22-34-136-2-0,19-30-224-2-0,0-0,2-16,3-30,2-18,Atlanta Falcons -4.0,https://www.pro-football-reference.com/boxscores/202301080atl.htm
18,Sun,2023-01-08,1:00 PM,saints,panthers,7,10,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,CAR,NOR,41-171-0,32-143-0,5-15-43-0-2,15-25-171-1-0,2-11,1-10,2-20,2-15,New Orleans Saints -3.5,https://www.pro-football-reference.com/boxscores/202301080nor.htm
18,Sun,2023-01-08,1:00 PM,bears,vikings,13,29,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,MIN,CHI,38-141-2,22-118-1,28-33-341-1-1,13-27-147-1-2,0-0,1-6,8-36,2-20,Minnesota Vikings -7.0,https://www.pro-football-reference.com/boxscores/202301080chi.htm
18,Sun,2023-01-08,1:00 PM,steelers,browns,28,14,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,CLE,PIT,22-134-0,37-144-2,19-29-230-2-2,13-29-195-1-0,7-57,1-6,9-65,4-20,Pittsburgh Steelers -2.5,https://www.pro-football-reference.com/boxscores/202301080pit.htm
18,Sun,2023-01-08,1:00 PM,colts,texans,31,32,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,HOU,IND,23-59-0,33-196-1,24-40-311-3-2,23-35-209-2-2,1-10,2-7,7-41,2-10,Indianapolis Colts -2.5,https://www.pro-football-reference.com/boxscores/202301080clt.htm
18,Sun,2023-01-08,1:00 PM,dolphins,jets,11,6,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00,NYJ,MIA,20-38-0,32-162-0,18-33-149-0-0,20-31-152-0-0,0-0,1-12,6-54,5-47,Miami Dolphins -3.5,https://www.pro-football-reference.com/boxscores/202301080mia.htm
