Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
17,Thu,2022-12-29,titans,cowboys,,,-12.5,32,87,1,24,97,0,29,41,282,2,2,20,39,232,1,1,1,8,2,12,10,124,3,35
17,Sun,2023-01-01,buccaneers,panthers,,,-3.5,22,74,0,25,67,1,23,37,341,3,1,34,45,432,3,0,2,15,3,21,8,51,8,58
17,Sun,2023-01-01,ravens,steelers,,,-2.5,41,198,0,28,120,0,15,27,168,1,0,14,21,130,1,1,2,15,1,10,4,30,6,43
17,Sun,2023-01-01,eagles,saints,,,-5.5,35,129,1,15,67,0,20,24,229,0,1,18,32,274,1,1,7,45,6,28,8,49,3,20
17,Sun,2023-01-01,patriots,dolphins,,,-2.5,27,86,1,21,76,0,24,40,265,2,2,20,33,204,2,0,2,18,3,31,6,39,9,71
17,Sun,2023-01-01,texans,jaguars,,,-3.0,29,169,3,21,84,0,22,29,181,0,2,25,44,211,0,0,2,13,2,18,7,45,2,30
17,Sun,2023-01-01,chiefs,broncos,,,-12.5,24,117,2,16,46,1,26,38,222,1,1,29,42,328,3,1,4,32,0,0,5,31,3,23
17,Sun,2023-01-01,giants,colts,,,-5.5,27,128,0,37,217,2,17,27,141,1,1,19,24,177,2,0,2,17,0,0,3,20,7,60
17,Sun,2023-01-01,commanders,browns,,,-2.0,30,146,0,37,136,1,9,18,169,3,0,16,28,143,0,3,5,14,3,19,5,24,3,20
17,Sun,2023-01-01,lions,bears,,,-6.0,22,200,0,39,265,2,7,21,75,1,1,21,29,255,3,0,7,45,2,16,6,42,3,49
17,Sun,2023-01-01,falcons,cardinals,,,-6.0,27,126,0,34,132,2,24,40,222,1,0,19,26,169,0,0,2,9,1,3,5,70,8,50
17,Sun,2023-01-01,raiders,49ers,,,-9.5,27,170,2,32,135,1,22,35,284,2,1,23,34,365,3,2,0,0,0,0,6,49,9,71
17,Sun,2023-01-01,seahawks,jets,,,-1.5,17,75,0,38,198,0,23,46,240,0,2,18,29,183,2,0,4,36,4,35,5,25,2,10
17,Sun,2023-01-01,packers,vikings,,,-3.0,20,102,0,33,163,2,22,35,262,2,3,17,27,168,1,0,2,18,1,16,3,30,6,35
17,Sun,2023-01-01,chargers,rams,,,-6.5,26,166,1,31,192,2,11,19,132,0,0,24,31,239,2,0,3,21,0,0,2,19,3,22
17,Mon,2023-01-02,bengals,bills,,,-1.0,5,35,0,3,14,0,3,6,33,0,0,4,4,52,1,0,0,0,0,0,0,0,1,29
