Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
11,Thu,2022-11-17,8:15PM,packers,titans,17,27,2022-11-18 01:15:00+00:00,2022-11-14 00:15:00+00:00,2022-11-18 00:15:00+00:00,TEN,GNB,32-88-1,19-56-0,24-29-337-3-1,24-39-227-2-0,3-17,1-12,2-19,5-40,Green Bay Packers -3.0,https://www.pro-football-reference.com/boxscores/202211170gnb.htm
11,Sun,2022-11-20,1:00PM,bills,browns,31,23,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,CLE,BUF,26-80-0,33-171-1,28-41-324-3-0,18-27-197-1-0,1-8,2-11,6-42,8-89,Buffalo Bills -7.5,https://www.pro-football-reference.com/boxscores/202211200buf.htm
11,Sun,2022-11-20,1:00PM,giants,lions,18,31,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,DET,NYG,37-160-4,26-89-2,17-26-165-0-0,27-44-341-1-2,0-0,2-17,5-45,8-63,New York Giants -3.0,https://www.pro-football-reference.com/boxscores/202211200nyg.htm
11,Sun,2022-11-20,1:00PM,texans,commanders,10,23,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,WAS,HOU,40-153-1,16-21-1,15-27-191-0-0,19-33-169-0-2,0-0,5-42,5-36,2-15,Washington Commanders -3.0,https://www.pro-football-reference.com/boxscores/202211200htx.htm
11,Sun,2022-11-20,1:00PM,patriots,jets,10,3,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,NYJ,NWE,23-59-0,26-99-0,9-22-77-0-0,23-27-246-0-0,4-33,6-48,3-15,8-55,New England Patriots -3.5,https://www.pro-football-reference.com/boxscores/202211200nwe.htm
11,Sun,2022-11-20,1:00PM,falcons,bears,27,24,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,CHI,ATL,41-160-2,33-149-1,14-21-153-1-1,13-20-131-1-0,4-25,0-0,7-56,2-13,Atlanta Falcons -2.5,https://www.pro-football-reference.com/boxscores/202211200atl.htm
11,Sun,2022-11-20,1:00PM,ravens,panthers,13,3,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,CAR,BAL,17-36-0,30-115-1,21-33-196-0-2,24-33-209-0-1,4-27,3-16,9-66,10-93,Baltimore Ravens -13.0,https://www.pro-football-reference.com/boxscores/202211200rav.htm
11,Sun,2022-11-20,1:00PM,colts,eagles,16,17,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,PHI,IND,33-141-1,26-99-1,18-25-190-1-0,23-32-213-0-0,3-17,4-28,7-55,8-90,Philadelphia Eagles -6.5,https://www.pro-football-reference.com/boxscores/202211200clt.htm
11,Sun,2022-11-20,1:00PM,saints,rams,27,20,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00,LAR,NOR,30-148-0,24-88-0,16-28-223-2-0,22-28-274-3-0,4-35,4-39,6-55,2-15,New Orleans Saints -2.5,https://www.pro-football-reference.com/boxscores/202211200nor.htm
11,Sun,2022-11-20,4:05PM,broncos,raiders,16,22,2022-11-20 21:05:00+00:00,2022-11-16 20:05:00+00:00,2022-11-20 20:05:00+00:00,LVR,DEN,24-109-0,28-94-1,23-37-307-2-0,24-31-247-0-0,1-9,3-21,9-98,5-45,Denver Broncos -2.5,https://www.pro-football-reference.com/boxscores/202211200den.htm
11,Sun,2022-11-20,4:25PM,steelers,bengals,30,37,2022-11-20 21:25:00+00:00,2022-11-16 20:25:00+00:00,2022-11-20 20:25:00+00:00,CIN,PIT,24-62-0,24-102-2,24-39-355-4-2,25-42-265-1-0,2-9,2-16,6-44,8-70,Cincinnati Bengals -3.5,https://www.pro-football-reference.com/boxscores/202211200pit.htm
11,Sun,2022-11-20,4:25PM,vikings,cowboys,3,40,2022-11-20 21:25:00+00:00,2022-11-16 20:25:00+00:00,2022-11-20 20:25:00+00:00,DAL,MIN,40-151-2,17-73-0,26-30-307-2-0,17-30-159-0-0,0-0,7-49,6-39,7-59,Dallas Cowboys -1.5,https://www.pro-football-reference.com/boxscores/202211200min.htm
11,Sun,2022-11-20,8:20PM,chargers,chiefs,27,30,2022-11-21 01:20:00+00:00,2022-11-17 00:20:00+00:00,2022-11-21 00:20:00+00:00,KAN,LAC,27-163-0,30-115-1,20-34-329-3-0,23-30-280-2-1,1-7,5-30,4-54,4-25,Kansas City Chiefs -5.0,https://www.pro-football-reference.com/boxscores/202211200sdg.htm
11,Mon,2022-11-21,8:15PM,cardinals,49ers,10,38,2022-11-22 01:15:00+00:00,2022-11-18 00:15:00+00:00,2022-11-22 00:15:00+00:00,SFO,ARI,28-159-1,24-67-1,20-29-228-4-0,30-44-277-0-2,0-0,3-30,3-30,5-50,San Francisco 49ers -8.0,https://www.pro-football-reference.com/boxscores/202211210crd.htm
