Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
3,Thu,2022-09-22,browns,steelers,29,17,-4.5,22,104,2,38,171,1,20,32,207,0,0,21,31,220,2,0,1,3,2,15,5,24,5,25
3,Sun,2022-09-25,dolphins,bills,21,19,-4.5,23,115,0,17,41,2,42,63,400,2,0,13,20,186,1,0,4,18,2,15,4,20,7,52
3,Sun,2022-09-25,panthers,saints,22,14,-2.5,22,84,1,31,145,0,25,41,353,1,2,12,25,170,1,0,1,11,3,22,4,40,7,58
3,Sun,2022-09-25,bears,texans,23,20,-3.0,24,92,1,40,281,2,20,32,245,1,2,8,17,106,0,2,1,8,5,24,6,32,3,25
3,Sun,2022-09-25,jets,bengals,12,27,-6.0,28,69,0,20,76,0,23,36,275,3,0,28,52,285,0,2,2,14,4,33,4,55,5,30
3,Sun,2022-09-25,colts,chiefs,20,17,-5.5,23,58,1,27,82,0,20,36,262,1,1,27,37,222,2,0,1,5,5,45,4,34,6,45
3,Sun,2022-09-25,vikings,lions,28,24,-6.0,35,139,2,25,123,2,25,41,277,1,1,24,41,260,2,0,0,0,1,10,3,15,7,59
3,Sun,2022-09-25,patriots,ravens,26,37,-2.5,26,188,1,28,145,3,18,29,218,4,1,22,32,321,0,3,4,12,3,19,3,16,2,10
3,Sun,2022-09-25,titans,raiders,24,22,-2.0,19,96,0,27,109,2,27,45,307,2,1,19,27,264,1,1,1,7,1,12,7,85,6,44
3,Sun,2022-09-25,commanders,eagles,8,24,-6.0,30,72,0,22,87,1,22,35,340,3,0,25,43,211,0,0,3,12,9,58,4,48,5,52
3,Sun,2022-09-25,chargers,jaguars,10,38,-3.0,36,151,1,12,26,0,28,39,262,3,0,25,45,297,1,1,0,0,1,11,7,54,2,10
3,Sun,2022-09-25,seahawks,falcons,23,27,-1.0,31,179,2,23,112,0,13,20,229,1,1,32,44,325,2,1,3,22,2,17,6,47,2,15
3,Sun,2022-09-25,cardinals,rams,12,20,-3.5,20,100,2,21,70,0,18,25,249,0,0,37,58,314,0,0,1,10,2,19,6,50,6,35
3,Sun,2022-09-25,buccaneers,packers,12,14,-1.0,25,67,0,14,34,0,27,35,255,2,1,31,42,271,1,0,1,7,3,20,6,40,8,65
3,Sun,2022-09-25,broncos,49ers,11,10,-1.5,19,88,0,33,101,1,18,29,211,1,1,20,33,184,0,0,4,32,4,24,5,30,7,40
3,Mon,2022-09-26,giants,cowboys,16,23,-1.0,30,176,1,25,167,1,21,31,215,1,0,20,37,196,0,1,0,0,5,27,8,57,8,70
