Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
7,Thu,2022-10-20,cardinals,saints,42,34,-2.5,22,85,0,29,137,2,32,49,409,4,3,20,29,204,1,0,0,0,2,15,4,20,8,49
7,Sun,2022-10-23,bengals,falcons,35,17,-6.5,29,107,1,21,78,2,8,13,124,1,0,34,42,481,3,0,3,17,3,22,5,17,3,22
7,Sun,2022-10-23,panthers,buccaneers,21,3,-13.0,16,46,0,27,173,1,32,49,290,0,0,16,22,177,2,0,1,14,1,7,3,15,4,30
7,Sun,2022-10-23,ravens,browns,23,20,-6.5,24,113,2,44,160,2,22,27,258,0,0,9,16,120,0,0,5,35,3,26,3,53,6,45
7,Sun,2022-10-23,titans,colts,19,10,-2.5,17,65,0,35,138,0,33,44,243,1,2,13,20,132,0,0,3,16,2,16,2,15,4,28
7,Sun,2022-10-23,cowboys,lions,24,6,-6.5,25,117,0,32,139,2,21,26,228,0,2,19,25,207,1,0,5,33,2,16,7,55,8,59
7,Sun,2022-10-23,commanders,packers,23,21,-4.5,12,38,0,38,166,0,23,35,194,2,0,20,33,201,2,1,0,0,1,3,7,54,9,69
7,Sun,2022-10-23,jaguars,giants,17,23,-3.0,39,236,1,21,142,2,19,30,202,1,0,22,44,310,0,0,1,2,0,0,13,81,8,67
7,Sun,2022-10-23,raiders,texans,38,20,-7.0,23,108,0,27,164,3,28,41,302,2,1,21,27,241,1,0,1,6,1,5,5,44,3,14
7,Sun,2022-10-23,broncos,jets,9,16,-1.5,24,155,1,28,105,1,16,26,121,0,0,24,46,225,0,1,3,16,1,6,4,34,11,85
7,Sun,2022-10-23,49ers,chiefs,23,44,-1.0,21,112,3,21,101,0,25,36,423,3,1,29,46,369,2,2,1,6,5,26,10,80,8,84
7,Sun,2022-10-23,chargers,seahawks,23,37,-4.5,34,213,2,15,53,1,20,27,210,2,1,33,51,293,2,1,2,19,3,17,7,70,7,68
7,Sun,2022-10-23,dolphins,steelers,16,10,-7.5,23,95,0,27,111,0,32,44,257,1,3,21,35,261,1,0,2,11,0,0,5,30,5,40
7,Mon,2022-10-24,patriots,bears,14,33,-8.5,45,243,2,19,70,1,13,21,179,1,1,17,28,198,1,3,4,32,1,8,4,30,4,35
