Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
10,Thu,2022-11-10,panthers,falcons,25,15,-2.5,25,138,0,47,232,2,19,30,186,2,1,10,16,108,0,0,5,33,1,7,10,89,4,37
10,Sun,2022-11-13,buccaneers,seahawks,21,16,-2.5,14,39,0,44,161,1,23,33,275,2,0,22,30,258,2,2,3,31,0,0,4,40,6,46
10,Sun,2022-11-13,bills,vikings,30,33,-6.5,25,147,2,27,175,2,30,50,357,1,2,29,43,330,1,2,4,23,2,19,7,64,7,64
10,Sun,2022-11-13,dolphins,browns,39,17,-3.5,24,112,1,33,195,2,22,35,212,1,0,26,33,302,3,0,3,27,1,6,5,43,6,52
10,Sun,2022-11-13,titans,broncos,17,10,-2.5,25,65,0,23,63,0,21,42,286,1,1,19,36,255,2,0,6,38,1,11,9,60,8,50
10,Sun,2022-11-13,giants,texans,24,16,-4.5,19,101,0,47,191,1,22,37,319,1,1,13,17,197,2,0,4,33,3,21,5,24,7,40
10,Sun,2022-11-13,bears,lions,30,31,-2.5,31,95,2,35,258,2,19,26,236,1,0,12,20,167,2,1,2,8,3,17,9,86,2,15
10,Sun,2022-11-13,chiefs,jaguars,27,17,-9.0,16,75,0,27,155,0,29,40,259,2,0,26,35,331,4,1,5,19,0,0,0,0,5,30
10,Sun,2022-11-13,steelers,saints,20,10,-1.0,15,29,0,43,217,2,17,28,174,1,2,18,30,199,0,0,2,17,6,37,3,40,10,74
10,Sun,2022-11-13,raiders,colts,20,25,-4.0,30,207,2,24,77,1,21,28,222,1,0,24,38,248,2,0,1,14,2,16,10,74,4,25
10,Sun,2022-11-13,packers,cowboys,31,28,-4.0,31,159,1,39,207,1,27,46,265,3,2,14,20,224,3,0,2,3,2,16,6,40,9,83
10,Sun,2022-11-13,rams,cardinals,17,27,-2.5,26,78,2,20,66,1,26,37,238,1,0,25,37,209,1,1,2,18,3,19,5,29,10,67
10,Sun,2022-11-13,49ers,chargers,22,16,-7.5,16,51,0,41,157,2,21,37,196,1,1,19,28,240,0,0,3,9,1,10,5,52,1,5
10,Mon,2022-11-14,eagles,commanders,21,32,-10.5,49,152,2,20,94,1,17,29,211,0,1,17,26,175,2,1,3,33,1,5,7,75,5,58
