Week,Day,Date,home,away,home_score,away_score,away_spread,away_rush_att,away_rush_yds,away_rush_tds,home_rush_att,home_rush_yds,home_rush_tds,away_pass_cmp,away_pass_att,away_pass_yds,away_pass_tds,away_pass_ints,home_pass_cmp,home_pass_att,home_pass_yds,home_pass_tds,home_pass_ints,away_sacks,away_sack_yds,home_sacks,home_sack_yds,home_penalty,home_penalty_yds,away_penalty,away_penalty_yds
1,Thu,2022-09-08,rams,bills,10,31,-2.5,25,121,1,18,52,0,26,31,297,3,2,29,41,240,1,3,2,5,7,49,4,30,5,35
1,Sun,2022-09-11,falcons,saints,26,27,-5.5,19,151,1,38,201,2,23,34,269,2,0,20,33,215,0,0,4,35,0,0,8,55,8,99
1,Sun,2022-09-11,panthers,browns,24,26,-1.5,39,217,1,19,54,2,18,34,147,1,0,16,27,235,1,1,1,9,4,28,8,96,9,71
1,Sun,2022-09-11,bears,49ers,19,10,-6.0,37,176,1,37,99,1,13,28,164,0,1,8,17,121,2,1,2,9,2,16,3,24,12,99
1,Sun,2022-09-11,bengals,steelers,20,23,-7.0,22,75,0,34,133,0,21,38,194,1,0,33,53,338,2,4,1,2,7,39,4,27,8,59
1,Sun,2022-09-11,texans,colts,20,20,-7.0,38,177,1,28,77,0,32,50,352,1,1,23,37,240,2,0,2,12,3,18,6,40,7,89
1,Sun,2022-09-11,lions,eagles,35,38,-6.0,39,216,4,28,181,3,18,32,243,0,0,21,37,215,2,1,1,4,1,10,7,65,10,61
1,Sun,2022-09-11,commanders,jaguars,28,22,-3.0,18,123,1,28,85,0,24,42,275,1,1,27,41,313,4,2,2,15,1,8,6,63,13,90
1,Sun,2022-09-11,dolphins,patriots,20,7,-3.0,22,78,0,23,65,0,21,30,213,1,1,23,33,270,1,0,2,20,3,28,4,20,3,15
1,Sun,2022-09-11,jets,ravens,9,24,-6.5,21,63,0,17,83,0,17,30,213,3,1,37,59,309,1,1,2,2,3,12,6,81,5,29
1,Sun,2022-09-11,cardinals,chiefs,21,44,-6.5,27,128,1,22,103,1,30,39,360,5,0,24,38,205,2,0,0,0,3,26,5,49,3,25
1,Sun,2022-09-11,vikings,packers,23,7,-2.5,18,111,1,28,126,0,26,39,260,0,1,23,32,277,2,0,4,33,1,8,3,20,2,10
1,Sun,2022-09-11,titans,giants,20,21,-5.0,32,238,1,26,93,0,17,21,188,2,1,20,33,266,2,0,5,32,1,0,7,50,8,45
1,Sun,2022-09-11,chargers,raiders,24,19,-3.5,13,64,0,31,76,0,22,37,295,2,3,26,34,279,3,0,6,39,0,0,5,21,3,11
1,Sun,2022-09-11,cowboys,buccaneers,3,19,-2.0,33,152,0,18,71,0,18,27,212,1,1,21,42,198,0,1,2,17,4,25,10,73,5,25
1,Mon,2022-09-12,seahawks,broncos,17,16,-6.5,20,103,0,19,76,0,29,42,340,1,0,23,28,195,2,0,2,10,2,18,5,77,12,106
