Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
15,Thu,2022-12-15,8:15 PM,seahawks,49ers,13,21,2022-12-16 01:15:00+00:00,2022-12-12 00:15:00+00:00,2022-12-16 00:15:00+00:00,SFO,SEA,34-170-1,14-70-0,17-26-217-2-0,31-44-238-1-0,1-6,3-31,7-60,8-79,San Francisco 49ers -3.0,https://www.pro-football-reference.com/boxscores/202212150sea.htm
15,Sat,2022-12-17,1:00 PM,vikings,colts,39,36,2022-12-17 18:00:00+00:00,2022-12-13 17:00:00+00:00,2022-12-17 17:00:00+00:00,IND,MIN,43-171-0,24-92-1,19-33-182-1-0,34-55-460-4-2,3-12,7-34,11-103,9-74,Minnesota Vikings -3.5,https://www.pro-football-reference.com/boxscores/202212170min.htm
15,Sat,2022-12-17,4:30 PM,browns,ravens,13,3,2022-12-17 21:30:00+00:00,2022-12-13 20:30:00+00:00,2022-12-17 20:30:00+00:00,BAL,CLE,28-198-0,33-143-0,17-30-138-0-1,18-28-161-1-0,3-12,3-21,3-25,3-32,Cleveland Browns -3.0,https://www.pro-football-reference.com/boxscores/202212170cle.htm
15,Sat,2022-12-17,8:15 PM,bills,dolphins,32,29,2022-12-18 01:15:00+00:00,2022-12-14 00:15:00+00:00,2022-12-18 00:15:00+00:00,MIA,BUF,25-188-1,29-150-0,17-30-234-2-0,25-40-304-4-0,2-17,2-8,8-51,7-51,Buffalo Bills -7.0,https://www.pro-football-reference.com/boxscores/202212170buf.htm
15,Sun,2022-12-18,1:00 PM,saints,falcons,21,18,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,ATL,NOR,39-231-2,34-134-0,13-26-97-0-0,13-19-231-3-0,4-8,2-17,3-30,6-46,New Orleans Saints -4.0,https://www.pro-football-reference.com/boxscores/202212180nor.htm
15,Sun,2022-12-18,1:00 PM,panthers,steelers,16,24,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,PIT,CAR,45-156-3,16-21-0,17-22-179-0-0,14-23-225-1-0,1-10,4-37,7-81,5-40,Carolina Panthers -2.5,https://www.pro-football-reference.com/boxscores/202212180car.htm
15,Sun,2022-12-18,1:00 PM,bears,eagles,20,25,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,PHI,CHI,33-112-3,30-157-1,22-37-315-0-2,14-22-152-2-0,1-6,6-61,2-25,6-30,Philadelphia Eagles -8.5,https://www.pro-football-reference.com/boxscores/202212180chi.htm
15,Sun,2022-12-18,1:00 PM,jaguars,cowboys,40,34,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,DAL,JAX,41-154-1,27-192-0,23-30-256-3-2,27-42-318-4-1,3-13,1-7,2-18,4-37,Dallas Cowboys -4.0,https://www.pro-football-reference.com/boxscores/202212180jax.htm
15,Sun,2022-12-18,1:00 PM,jets,lions,17,20,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,DET,NYJ,28-107-0,22-50-0,23-38-252-1-0,18-35-317-2-1,0-0,4-30,6-52,2-20,New York Jets -1.0,https://www.pro-football-reference.com/boxscores/202212180nyj.htm
15,Sun,2022-12-18,1:00 PM,texans,chiefs,24,30,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,KAN,HOU,33-189-2,28-94-1,36-41-336-2-0,14-29-129-2-0,2-23,1-4,10-102,4-33,Kansas City Chiefs -14.5,https://www.pro-football-reference.com/boxscores/202212180htx.htm
15,Sun,2022-12-18,1:00 PM,commanders,giants,12,20,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00,NYG,WAS,30-128-1,26-159-0,21-32-160-0-0,17-29-249-1-0,0-0,3-21,5-30,6-40,Washington Commanders -4.5,https://www.pro-football-reference.com/boxscores/202212180was.htm
15,Sun,2022-12-18,4:05 PM,broncos,cardinals,24,15,2022-12-18 21:05:00+00:00,2022-12-14 20:05:00+00:00,2022-12-18 20:05:00+00:00,ARI,DEN,20-73-1,34-168-2,20-36-173-0-3,21-26-197-1-1,3-6,7-41,7-46,4-31,Denver Broncos -1.5,https://www.pro-football-reference.com/boxscores/202212180den.htm
