Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
8,Thu,2022-10-27,8:15PM,buccaneers,ravens,22,27,2022-10-28 01:15:00+00:00,2022-10-24 00:15:00+00:00,2022-10-28 00:15:00+00:00,BAL,TAM,33-231-1,15-44-1,27-38-238-2-0,26-44-325-1-0,3-16,3-20,7-101,4-35,Tampa Bay Buccaneers -1.5,https://www.pro-football-reference.com/boxscores/202210270tam.htm
8,Sun,2022-10-30,9:30AM,jaguars,broncos,17,21,2022-10-30 14:30:00+00:00,2022-10-26 13:30:00+00:00,2022-10-30 13:30:00+00:00,DEN,JAX,28-101-2,32-191-1,18-30-252-1-1,18-31-133-1-2,3-22,2-19,12-80,5-54,Jacksonville Jaguars -2.0,https://www.pro-football-reference.com/boxscores/202210300jax.htm
8,Sun,2022-10-30,1:00PM,lions,dolphins,27,31,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,MIA,DET,26-107-1,19-82-2,29-36-382-3-0,27-37-321-1-0,2-13,1-10,7-55,6-30,Miami Dolphins -3.5,https://www.pro-football-reference.com/boxscores/202210300det.htm
8,Sun,2022-10-30,1:00PM,eagles,steelers,35,13,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,PIT,PHI,24-144-0,20-111-1,27-40-196-1-1,20-30-308-4-0,6-38,3-18,9-60,8-60,Philadelphia Eagles -10.5,https://www.pro-football-reference.com/boxscores/202210300phi.htm
8,Sun,2022-10-30,1:00PM,falcons,panthers,37,34,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,CAR,ATL,36-169-3,37-167-0,19-36-317-1-1,20-28-253-3-2,1-8,2-14,9-74,7-64,Atlanta Falcons -4.0,https://www.pro-football-reference.com/boxscores/202210300atl.htm
8,Sun,2022-10-30,1:00PM,cowboys,bears,49,29,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,CHI,DAL,43-240-2,29-200-4,18-24-156-2-0,21-27-250-2-1,4-25,1-8,6-45,6-41,Dallas Cowboys -10.0,https://www.pro-football-reference.com/boxscores/202210300dal.htm
8,Sun,2022-10-30,1:00PM,vikings,cardinals,34,26,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,ARI,MIN,22-78-0,29-173-3,31-44-326-3-2,24-36-232-2-0,4-29,3-24,10-67,10-86,Minnesota Vikings -3.5,https://www.pro-football-reference.com/boxscores/202210300min.htm
8,Sun,2022-10-30,1:00PM,saints,raiders,24,0,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,LVR,NOR,13-38-0,32-136-1,23-39-173-0-1,23-31-231-2-0,4-28,0-0,6-59,5-27,Las Vegas Raiders -1.5,https://www.pro-football-reference.com/boxscores/202210300nor.htm
8,Sun,2022-10-30,1:00PM,jets,patriots,17,22,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00,NWE,NYJ,34-127-0,15-51-0,24-35-194-1-1,20-41-355-2-3,6-33,2-19,6-54,4-41,New England Patriots -2.5,https://www.pro-football-reference.com/boxscores/202210300nyj.htm
8,Sun,2022-10-30,4:05PM,texans,titans,10,17,2022-10-30 21:05:00+00:00,2022-10-26 20:05:00+00:00,2022-10-30 20:05:00+00:00,TEN,HOU,45-314-2,18-43-0,6-10-55-0-1,17-30-152-1-1,3-15,3-34,6-35,6-45,Tennessee Titans -3.5,https://www.pro-football-reference.com/boxscores/202210300htx.htm
8,Sun,2022-10-30,4:25PM,rams,49ers,14,31,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00,SFO,LAR,23-111-1,21-56-1,22-26-269-3-0,22-33-187-1-0,3-12,2-20,3-8,4-50,Los Angeles Rams -2.5,https://www.pro-football-reference.com/boxscores/202210300ram.htm
8,Sun,2022-10-30,4:25PM,colts,commanders,16,17,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00,WAS,IND,28-96-1,29-135-1,23-31-279-1-1,17-23-201-0-0,2-13,2-12,3-52,3-25,Indianapolis Colts -3.0,https://www.pro-football-reference.com/boxscores/202210300clt.htm
8,Sun,2022-10-30,4:25PM,seahawks,giants,27,13,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00,NYG,SEA,28-78-1,25-87-1,17-31-176-0-0,23-34-212-2-0,5-29,3-22,6-53,3-25,Seattle Seahawks -3.0,https://www.pro-football-reference.com/boxscores/202210300sea.htm
8,Sun,2022-10-30,8:20PM,bills,packers,27,17,2022-10-31 01:20:00+00:00,2022-10-27 00:20:00+00:00,2022-10-31 00:20:00+00:00,GNB,BUF,31-208-0,27-153-1,19-30-203-2-1,13-25-218-2-2,2-13,2-2,8-58,4-35,Buffalo Bills -10.5,https://www.pro-football-reference.com/boxscores/202210300buf.htm
8,Mon,2022-10-31,8:15PM,browns,bengals,32,13,2022-11-01 01:15:00+00:00,2022-10-28 00:15:00+00:00,2022-11-01 00:15:00+00:00,CIN,CLE,10-36-0,44-172-3,25-35-232-2-1,17-23-278-1-1,5-39,2-10,2-6,6-56,Cincinnati Bengals -3.0,https://www.pro-football-reference.com/boxscores/202210310cle.htm
