Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
13,Thu,2022-12-01,8:15 PM,patriots,bills,10,24,2022-12-02 01:15:00+00:00,2022-11-28 00:15:00+00:00,2022-12-02 00:15:00+00:00
13,Sun,2022-12-04,1:00 PM,texans,browns,14,27,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,ravens,broncos,10,9,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,lions,jaguars,40,14,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,vikings,jets,27,22,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,giants,commanders,20,20,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,eagles,titans,35,10,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,falcons,steelers,16,19,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,1:00 PM,bears,packers,19,28,2022-12-04 18:00:00+00:00,2022-11-30 17:00:00+00:00,2022-12-04 17:00:00+00:00
13,Sun,2022-12-04,4:05 PM,49ers,dolphins,33,17,2022-12-04 21:05:00+00:00,2022-11-30 20:05:00+00:00,2022-12-04 20:05:00+00:00
13,Sun,2022-12-04,4:05 PM,rams,seahawks,23,27,2022-12-04 21:05:00+00:00,2022-11-30 20:05:00+00:00,2022-12-04 20:05:00+00:00
13,Sun,2022-12-04,4:25 PM,bengals,chiefs,27,24,2022-12-04 21:25:00+00:00,2022-11-30 20:25:00+00:00,2022-12-04 20:25:00+00:00
13,Sun,2022-12-04,4:25 PM,raiders,chargers,27,20,2022-12-04 21:25:00+00:00,2022-11-30 20:25:00+00:00,2022-12-04 20:25:00+00:00
13,Sun,2022-12-04,8:20 PM,cowboys,colts,54,19,2022-12-05 01:20:00+00:00,2022-12-01 00:20:00+00:00,2022-12-05 00:20:00+00:00
13,Mon,2022-12-05,8:15 PM,buccaneers,saints,17,16,2022-12-06 01:15:00+00:00,2022-12-02 00:15:00+00:00,2022-12-06 00:15:00+00:00
