Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
15,Thu,2022-12-15,8:15 PM,seahawks,49ers,13,21,2022-12-16 01:15:00+00:00,2022-12-12 00:15:00+00:00,2022-12-16 00:15:00+00:00
15,Sat,2022-12-17,1:00 PM,vikings,colts,39,36,2022-12-17 18:00:00+00:00,2022-12-13 17:00:00+00:00,2022-12-17 17:00:00+00:00
15,Sat,2022-12-17,4:30 PM,browns,ravens,13,3,2022-12-17 21:30:00+00:00,2022-12-13 20:30:00+00:00,2022-12-17 20:30:00+00:00
15,Sat,2022-12-17,8:15 PM,bills,dolphins,32,29,2022-12-18 01:15:00+00:00,2022-12-14 00:15:00+00:00,2022-12-18 00:15:00+00:00
15,Sun,2022-12-18,1:00 PM,saints,falcons,21,18,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,panthers,steelers,16,24,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,bears,eagles,20,25,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,jaguars,cowboys,40,34,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,jets,lions,17,20,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,texans,chiefs,24,30,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,1:00 PM,commanders,giants,12,20,2022-12-18 18:00:00+00:00,2022-12-14 17:00:00+00:00,2022-12-18 17:00:00+00:00
15,Sun,2022-12-18,4:05 PM,broncos,cardinals,24,15,2022-12-18 21:05:00+00:00,2022-12-14 20:05:00+00:00,2022-12-18 20:05:00+00:00
15,Sun,2022-12-18,4:25 PM,buccaneers,bengals,23,34,2022-12-18 21:25:00+00:00,2022-12-14 20:25:00+00:00,2022-12-18 20:25:00+00:00
15,Sun,2022-12-18,4:25 PM,chargers,titans,17,14,2022-12-18 21:25:00+00:00,2022-12-14 20:25:00+00:00,2022-12-18 20:25:00+00:00
15,Sun,2022-12-18,8:20 PM,raiders,patriots,30,24,2022-12-19 01:20:00+00:00,2022-12-15 00:20:00+00:00,2022-12-19 00:20:00+00:00
15,Mon,2022-12-19,8:15 PM,packers,rams,24,12,2022-12-20 01:15:00+00:00,2022-12-16 00:15:00+00:00,2022-12-20 00:15:00+00:00
