Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
14,Thu,2022-12-08,8:15 PM,rams,raiders,17,16,2022-12-09 01:15:00+00:00,2022-12-05 00:15:00+00:00,2022-12-09 00:15:00+00:00
14,Sun,2022-12-11,1:00 PM,bills,jets,20,12,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,bengals,browns,23,10,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,cowboys,texans,27,23,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,lions,vikings,34,23,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,titans,jaguars,22,36,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,giants,eagles,22,48,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,1:00 PM,steelers,ravens,14,16,2022-12-11 18:00:00+00:00,2022-12-07 17:00:00+00:00,2022-12-11 17:00:00+00:00
14,Sun,2022-12-11,4:20 PM,broncos,chiefs,28,34,2022-12-11 21:20:00+00:00,2022-12-07 20:20:00+00:00,2022-12-11 20:20:00+00:00
14,Sun,2022-12-11,4:25 PM,seahawks,panthers,24,30,2022-12-11 21:25:00+00:00,2022-12-07 20:25:00+00:00,2022-12-11 20:25:00+00:00
14,Sun,2022-12-11,4:25 PM,49ers,buccaneers,35,7,2022-12-11 21:25:00+00:00,2022-12-07 20:25:00+00:00,2022-12-11 20:25:00+00:00
14,Sun,2022-12-11,8:20 PM,chargers,dolphins,23,17,2022-12-12 01:20:00+00:00,2022-12-08 00:20:00+00:00,2022-12-12 00:20:00+00:00
