Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
11,Thu,2022-11-17,8:15PM,packers,titans,17,27,2022-11-18 01:15:00+00:00,2022-11-14 00:15:00+00:00,2022-11-18 00:15:00+00:00
11,Sun,2022-11-20,1:00PM,bills,browns,31,23,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,giants,lions,18,31,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,texans,commanders,10,23,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,patriots,jets,10,3,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,falcons,bears,27,24,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,ravens,panthers,13,3,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,colts,eagles,16,17,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,1:00PM,saints,rams,27,20,2022-11-20 18:00:00+00:00,2022-11-16 17:00:00+00:00,2022-11-20 17:00:00+00:00
11,Sun,2022-11-20,4:05PM,broncos,raiders,16,22,2022-11-20 21:05:00+00:00,2022-11-16 20:05:00+00:00,2022-11-20 20:05:00+00:00
11,Sun,2022-11-20,4:25PM,steelers,bengals,30,37,2022-11-20 21:25:00+00:00,2022-11-16 20:25:00+00:00,2022-11-20 20:25:00+00:00
11,Sun,2022-11-20,4:25PM,vikings,cowboys,3,40,2022-11-20 21:25:00+00:00,2022-11-16 20:25:00+00:00,2022-11-20 20:25:00+00:00
11,Sun,2022-11-20,8:20PM,chargers,chiefs,27,30,2022-11-21 01:20:00+00:00,2022-11-17 00:20:00+00:00,2022-11-21 00:20:00+00:00
11,Mon,2022-11-21,8:15PM,cardinals,49ers,10,38,2022-11-22 01:15:00+00:00,2022-11-18 00:15:00+00:00,2022-11-22 00:15:00+00:00
