Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
9,Thu,2022-11-03,8:15PM,texans,eagles,17,29,2022-11-04 01:15:00+00:00,2022-10-31 00:15:00+00:00,2022-11-04 00:15:00+00:00
9,Sun,2022-11-06,1:00PM,jets,bills,20,17,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,lions,packers,15,9,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,commanders,vikings,17,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,falcons,chargers,17,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,bengals,panthers,42,21,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,bears,dolphins,32,35,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,patriots,colts,26,3,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,1:00PM,jaguars,raiders,27,20,2022-11-06 18:00:00+00:00,2022-11-02 17:00:00+00:00,2022-11-06 17:00:00+00:00
9,Sun,2022-11-06,4:05PM,cardinals,seahawks,21,31,2022-11-06 21:05:00+00:00,2022-11-02 20:05:00+00:00,2022-11-06 20:05:00+00:00
9,Sun,2022-11-06,4:25PM,buccaneers,rams,16,13,2022-11-06 21:25:00+00:00,2022-11-02 20:25:00+00:00,2022-11-06 20:25:00+00:00
9,Sun,2022-11-06,8:20PM,chiefs,titans,20,17,2022-11-07 01:20:00+00:00,2022-11-03 00:20:00+00:00,2022-11-07 00:20:00+00:00
9,Mon,2022-11-07,8:15PM,saints,ravens,13,27,2022-11-08 01:15:00+00:00,2022-11-04 00:15:00+00:00,2022-11-08 00:15:00+00:00
