Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
8,Thu,2022-10-27,8:15PM,buccaneers,ravens,22,27,2022-10-28 01:15:00+00:00,2022-10-24 00:15:00+00:00,2022-10-28 00:15:00+00:00
8,Sun,2022-10-30,9:30AM,jaguars,broncos,17,21,2022-10-30 14:30:00+00:00,2022-10-26 13:30:00+00:00,2022-10-30 13:30:00+00:00
8,Sun,2022-10-30,1:00PM,lions,dolphins,27,31,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,eagles,steelers,35,13,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,falcons,panthers,37,34,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,cowboys,bears,49,29,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,vikings,cardinals,34,26,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,saints,raiders,24,0,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,1:00PM,jets,patriots,17,22,2022-10-30 18:00:00+00:00,2022-10-26 17:00:00+00:00,2022-10-30 17:00:00+00:00
8,Sun,2022-10-30,4:05PM,texans,titans,10,17,2022-10-30 21:05:00+00:00,2022-10-26 20:05:00+00:00,2022-10-30 20:05:00+00:00
8,Sun,2022-10-30,4:25PM,rams,49ers,14,31,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00
8,Sun,2022-10-30,4:25PM,colts,commanders,16,17,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00
8,Sun,2022-10-30,4:25PM,seahawks,giants,27,13,2022-10-30 21:25:00+00:00,2022-10-26 20:25:00+00:00,2022-10-30 20:25:00+00:00
8,Sun,2022-10-30,8:20PM,bills,packers,27,17,2022-10-31 01:20:00+00:00,2022-10-27 00:20:00+00:00,2022-10-31 00:20:00+00:00
8,Mon,2022-10-31,8:15PM,browns,bengals,32,13,2022-11-01 01:15:00+00:00,2022-10-28 00:15:00+00:00,2022-11-01 00:15:00+00:00
