Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
3,Thu,2022-09-22,8:15PM,browns,steelers,29,17,2022-09-23 01:15:00+00:00,2022-09-19 00:15:00+00:00,2022-09-23 00:15:00+00:00
3,Sun,2022-09-25,1:00PM,dolphins,bills,21,19,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,panthers,saints,22,14,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,bears,texans,23,20,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,jets,bengals,12,27,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,colts,chiefs,20,17,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,vikings,lions,28,24,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,patriots,ravens,26,37,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,titans,raiders,24,22,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,1:00PM,commanders,eagles,8,24,2022-09-25 18:00:00+00:00,2022-09-21 17:00:00+00:00,2022-09-25 17:00:00+00:00
3,Sun,2022-09-25,4:05PM,chargers,jaguars,10,38,2022-09-25 21:05:00+00:00,2022-09-21 20:05:00+00:00,2022-09-25 20:05:00+00:00
3,Sun,2022-09-25,4:25PM,seahawks,falcons,23,27,2022-09-25 21:25:00+00:00,2022-09-21 20:25:00+00:00,2022-09-25 20:25:00+00:00
3,Sun,2022-09-25,4:25PM,cardinals,rams,12,20,2022-09-25 21:25:00+00:00,2022-09-21 20:25:00+00:00,2022-09-25 20:25:00+00:00
3,Sun,2022-09-25,4:25PM,buccaneers,packers,12,14,2022-09-25 21:25:00+00:00,2022-09-21 20:25:00+00:00,2022-09-25 20:25:00+00:00
3,Sun,2022-09-25,8:20PM,broncos,49ers,11,10,2022-09-26 01:20:00+00:00,2022-09-22 00:20:00+00:00,2022-09-26 00:20:00+00:00
3,Mon,2022-09-26,8:15PM,giants,cowboys,16,23,2022-09-27 01:15:00+00:00,2022-09-23 00:15:00+00:00,2022-09-27 00:15:00+00:00
