Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
7,Thu,2022-10-20,8:15PM,cardinals,saints,42,34,2022-10-21 01:15:00+00:00,2022-10-17 00:15:00+00:00,2022-10-21 00:15:00+00:00
7,Sun,2022-10-23,1:00PM,bengals,falcons,35,17,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,panthers,buccaneers,21,3,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,ravens,browns,23,20,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,titans,colts,19,10,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,cowboys,lions,24,6,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,commanders,packers,23,21,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,1:00PM,jaguars,giants,17,23,2022-10-23 18:00:00+00:00,2022-10-19 17:00:00+00:00,2022-10-23 17:00:00+00:00
7,Sun,2022-10-23,4:05PM,raiders,texans,38,20,2022-10-23 21:05:00+00:00,2022-10-19 20:05:00+00:00,2022-10-23 20:05:00+00:00
7,Sun,2022-10-23,4:05PM,broncos,jets,9,16,2022-10-23 21:05:00+00:00,2022-10-19 20:05:00+00:00,2022-10-23 20:05:00+00:00
7,Sun,2022-10-23,4:25PM,49ers,chiefs,23,44,2022-10-23 21:25:00+00:00,2022-10-19 20:25:00+00:00,2022-10-23 20:25:00+00:00
7,Sun,2022-10-23,4:25PM,chargers,seahawks,23,37,2022-10-23 21:25:00+00:00,2022-10-19 20:25:00+00:00,2022-10-23 20:25:00+00:00
7,Sun,2022-10-23,8:20PM,dolphins,steelers,16,10,2022-10-24 01:20:00+00:00,2022-10-20 00:20:00+00:00,2022-10-24 00:20:00+00:00
7,Mon,2022-10-24,8:15PM,patriots,bears,14,33,2022-10-25 01:15:00+00:00,2022-10-21 00:15:00+00:00,2022-10-25 00:15:00+00:00
