Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
1,Thu,2022-09-08,8:20PM,rams,bills,10,31,2022-09-09 01:20:00+00:00,2022-09-05 00:20:00+00:00,2022-09-09 00:20:00+00:00
1,Sun,2022-09-11,1:00PM,falcons,saints,26,27,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,panthers,browns,24,26,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,bears,49ers,19,10,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,bengals,steelers,20,23,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,texans,colts,20,20,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,lions,eagles,35,38,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,commanders,jaguars,28,22,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,dolphins,patriots,20,7,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,1:00PM,jets,ravens,9,24,2022-09-11 18:00:00+00:00,2022-09-07 17:00:00+00:00,2022-09-11 17:00:00+00:00
1,Sun,2022-09-11,4:25PM,cardinals,chiefs,21,44,2022-09-11 21:25:00+00:00,2022-09-07 20:25:00+00:00,2022-09-11 20:25:00+00:00
1,Sun,2022-09-11,4:25PM,vikings,packers,23,7,2022-09-11 21:25:00+00:00,2022-09-07 20:25:00+00:00,2022-09-11 20:25:00+00:00
1,Sun,2022-09-11,4:25PM,titans,giants,20,21,2022-09-11 21:25:00+00:00,2022-09-07 20:25:00+00:00,2022-09-11 20:25:00+00:00
1,Sun,2022-09-11,4:25PM,chargers,raiders,24,19,2022-09-11 21:25:00+00:00,2022-09-07 20:25:00+00:00,2022-09-11 20:25:00+00:00
1,Sun,2022-09-11,8:20PM,cowboys,buccaneers,3,19,2022-09-12 01:20:00+00:00,2022-09-08 00:20:00+00:00,2022-09-12 00:20:00+00:00
1,Mon,2022-09-12,8:20PM,seahawks,broncos,17,16,2022-09-13 01:20:00+00:00,2022-09-09 00:20:00+00:00,2022-09-13 00:20:00+00:00
