Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
6,Thu,2022-10-13,8:15PM,bears,commanders,7,12,2022-10-14 01:15:00+00:00,2022-10-10 00:15:00+00:00,2022-10-14 00:15:00+00:00
6,Sun,2022-10-16,1:00PM,falcons,49ers,28,14,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,saints,bengals,26,30,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,browns,patriots,15,38,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,colts,jaguars,34,27,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,packers,jets,10,27,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,dolphins,vikings,16,24,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,giants,ravens,24,20,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,1:00PM,steelers,buccaneers,20,18,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00
6,Sun,2022-10-16,4:05PM,rams,panthers,24,10,2022-10-16 21:05:00+00:00,2022-10-12 20:05:00+00:00,2022-10-16 20:05:00+00:00
6,Sun,2022-10-16,4:05PM,seahawks,cardinals,19,9,2022-10-16 21:05:00+00:00,2022-10-12 20:05:00+00:00,2022-10-16 20:05:00+00:00
6,Sun,2022-10-16,4:25PM,chiefs,bills,20,24,2022-10-16 21:25:00+00:00,2022-10-12 20:25:00+00:00,2022-10-16 20:25:00+00:00
6,Sun,2022-10-16,8:20PM,eagles,cowboys,26,17,2022-10-17 01:20:00+00:00,2022-10-13 00:20:00+00:00,2022-10-17 00:20:00+00:00
6,Mon,2022-10-17,8:15PM,chargers,broncos,19,16,2022-10-18 01:15:00+00:00,2022-10-14 00:15:00+00:00,2022-10-18 00:15:00+00:00
