Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
10,Thu,2022-11-10,8:15PM,panthers,falcons,25,15,2022-11-11 01:15:00+00:00,2022-11-07 00:15:00+00:00,2022-11-11 00:15:00+00:00
10,Sun,2022-11-13,9:30AM,buccaneers,seahawks,21,16,2022-11-13 14:30:00+00:00,2022-11-09 13:30:00+00:00,2022-11-13 13:30:00+00:00
10,Sun,2022-11-13,1:00PM,bills,vikings,30,33,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,dolphins,browns,39,17,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,titans,broncos,17,10,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,giants,texans,24,16,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,bears,lions,30,31,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,chiefs,jaguars,27,17,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,1:00PM,steelers,saints,20,10,2022-11-13 18:00:00+00:00,2022-11-09 17:00:00+00:00,2022-11-13 17:00:00+00:00
10,Sun,2022-11-13,4:05PM,raiders,colts,20,25,2022-11-13 21:05:00+00:00,2022-11-09 20:05:00+00:00,2022-11-13 20:05:00+00:00
10,Sun,2022-11-13,4:25PM,packers,cowboys,31,28,2022-11-13 21:25:00+00:00,2022-11-09 20:25:00+00:00,2022-11-13 20:25:00+00:00
10,Sun,2022-11-13,4:25PM,rams,cardinals,17,27,2022-11-13 21:25:00+00:00,2022-11-09 20:25:00+00:00,2022-11-13 20:25:00+00:00
10,Sun,2022-11-13,8:20PM,49ers,chargers,22,16,2022-11-14 01:20:00+00:00,2022-11-10 00:20:00+00:00,2022-11-14 00:20:00+00:00
10,Mon,2022-11-14,8:15PM,eagles,commanders,21,32,2022-11-15 01:15:00+00:00,2022-11-11 00:15:00+00:00,2022-11-15 00:15:00+00:00
