Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime
18,Sat,2023-01-07,4:30 PM,raiders,chiefs,13,31,2023-01-07 21:30:00+00:00,2023-01-03 20:30:00+00:00,2023-01-07 20:30:00+00:00
18,Sat,2023-01-07,8:15 PM,jaguars,titans,20,16,2023-01-08 01:15:00+00:00,2023-01-04 00:15:00+00:00,2023-01-08 00:15:00+00:00
18,Sun,2023-01-08,1:00 PM,bills,patriots,35,23,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,bengals,ravens,27,16,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,falcons,buccaneers,30,17,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,saints,panthers,7,10,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,bears,vikings,13,29,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,steelers,browns,28,14,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,colts,texans,31,32,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,1:00 PM,dolphins,jets,11,6,2023-01-08 18:00:00+00:00,2023-01-04 17:00:00+00:00,2023-01-08 17:00:00+00:00
18,Sun,2023-01-08,4:25 PM,49ers,cardinals,38,13,2023-01-08 21:25:00+00:00,2023-01-04 20:25:00+00:00,2023-01-08 20:25:00+00:00
18,Sun,2023-01-08,4:25 PM,commanders,cowboys,26,6,2023-01-08 21:25:00+00:00,2023-01-04 20:25:00+00:00,2023-01-08 20:25:00+00:00
18,Sun,2023-01-08,4:25 PM,broncos,chargers,31,28,2023-01-08 21:25:00+00:00,2023-01-04 20:25:00+00:00,2023-01-08 20:25:00+00:00
18,Sun,2023-01-08,4:25 PM,eagles,giants,22,16,2023-01-08 21:25:00+00:00,2023-01-04 20:25:00+00:00,2023-01-08 20:25:00+00:00
18,Sun,2023-01-08,4:25 PM,seahawks,rams,19,16,2023-01-08 21:25:00+00:00,2023-01-04 20:25:00+00:00,2023-01-08 20:25:00+00:00
18,Sun,2023-01-08,8:20 PM,packers,lions,16,20,2023-01-09 01:20:00+00:00,2023-01-05 00:20:00+00:00,2023-01-09 00:20:00+00:00
