,team,timestamp,tweet_text,userid
1,seahawks,2022-12-24 16:59:27+00:00,"b'#Seahawks DT Cortez Kennedy rushes up against Chiefs C Tim Grunhard during an NFL football game 9/13/92 at Arrowhead Stadium in Kansas City, Missouri. https://t.co/k2djcprK0T'",1464277501220425740
2,seahawks,2022-12-24 16:59:26+00:00,b'SEAHAWKS BEATING THESE SORRY ASS CHIEFS #Seahawks',950808470
3,seahawks,2022-12-24 16:58:48+00:00,b'@mansurshaheen Well hello  #Seahawks',1174130089254096896
4,seahawks,2022-12-24 16:57:08+00:00,b'A bunch of #Seahawks will be on Wednesday\xe2\x80\x99s injury report with \xe2\x80\x98illness\xe2\x80\x99 https://t.co/9CWHfiIMsU',79323042
5,seahawks,2022-12-24 16:57:00+00:00,b'We built different baby #Seahawks \xf0\x9f\x92\x99\xf0\x9f\x92\x9a https://t.co/x7tEmqFWTn',1564801977762168833
6,seahawks,2022-12-24 16:56:41+00:00,b'Seattle really trying to intimidate KC in pregame\xe2\x80\xa6 I\xe2\x80\x99m taking Seahawks -2.5 for the W #Seahawks #KcChiefs #Cheifs @Seahawks https://t.co/q09EpbY5ZX',154026250
7,seahawks,2022-12-24 16:54:42+00:00,"b'Getting a lot of #NFL broadcasts today via cable, but not a single one will be this game. East coast problems! \xf0\x9f\x98\x82 Go Hawks! #Seattle #Seahawks \xf0\x9f\x8f\x88\xf0\x9f\x91\x8c https://t.co/5eHna32YAY'",4882300535
9,seahawks,2022-12-24 16:53:02+00:00,"b'The #Seahawks will be without Tyler Lockett for just the third time in his career when they take on the Chiefs. The good news for Seattle, though, is Kenneth Walker III and Noah Fant are both active after being listed as questionable.  Details here:   https://t.co/VNTlTXdN2I'",22961177
10,seahawks,2022-12-24 16:53:00+00:00,b'#Seahawks by 20 after this https://t.co/QGf2A79C2p',87244315
11,seahawks,2022-12-24 16:52:14+00:00,b'@kristij7gohawks \xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbb\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x8e\x84\xf0\x9f\x8e\x84 \xf0\x9d\x90\x87\xf0\x9d\x90\x80\xf0\x9d\x90\x8f\xf0\x9d\x90\x8f\xf0\x9d\x90\x98 #Seahawks #\xf0\x9d\x90\x86\xf0\x9d\x90\x80\xf0\x9d\x90\x8c\xf0\x9d\x90\x84\xf0\x9d\x90\x83\xf0\x9d\x90\x80\xf0\x9d\x90\x98 #12s\xe2\x80\xbc\xef\xb8\x8f',23936196
12,seahawks,2022-12-24 16:52:10+00:00,"b'12 Man Fan Jam Show Episode 1022   HAWKIDAYS and Chiefs Edition https://t.co/M8WnJ3DaCg via @YouTube @Seahawks trivia and a visit from #Seahawks Claus! Like, enjoy, and subscribe, won\xe2\x80\x99t we? #GoHawks'",1583127190643818497
13,seahawks,2022-12-24 16:51:58+00:00,"b""@FDSportsbook @NFLonFOX Didn't last time they got frost bite in Minnesota? #Seahawks @Seahawks https://t.co/T2vRbqrJuN""",20422796
14,seahawks,2022-12-24 16:51:51+00:00,b'Coach out here shredded. #brrr #coldweather #swol #muscle #Seahawks @dkm14 who said it was cold!? @DougBaldwinJr would you have done this in your time? You already dominated the coldest Hawks game. https://t.co/ad5DRr4ZuZ',966454225
15,seahawks,2022-12-24 16:50:58+00:00,b'Others prefer the sideline heaters #Seahawks #SEAvsKC https://t.co/45u29HL1K1',17983365
16,seahawks,2022-12-24 16:50:12+00:00,b'Meeeeeeery Christmas Eve! Go #Seahawks https://t.co/SYgEcZIQZO',1464277501220425740
17,seahawks,2022-12-24 16:50:09+00:00,"b""\xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbb\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x8e\x84\xf0\x9f\x8e\x84\xf0\x9d\x90\x88\xf0\x9d\x90\x93'\xf0\x9d\x90\x92 #\xf0\x9d\x90\x86\xf0\x9d\x90\x80\xf0\x9d\x90\x8c\xf0\x9d\x90\x84\xf0\x9d\x90\x83\xf0\x9d\x90\x80\xf0\x9d\x90\x98 #12s Peeps\xe2\x80\xbc\xef\xb8\x8f \xf0\x9f\x8e\x81  \xf0\x9f\x8f\x80 Last Night in the #NBA @KingJames shoe collapse \xf0\x9f\x91\x9f  \xf0\x9f\xaa\x96 #Military #Troops \xe2\xad\x90\xef\xb8\x8f C \xf0\x9f\x8f\x88 #Seahawks #SFvsSEA C \xf0\x9f\x8f\x92 #SeaKraken #SEAvsVAN  \xf0\x9f\xa5\x81 Me On #Drums, My #Art \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x8e\xa8 \xe2\x9d\x84\xef\xb8\x8f \xe2\x9b\x84\xef\xb8\x8f \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 \xf0\x9f\x8c\xbe #MySite \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t.co/9gg6Fq4ZME \xf0\x9f\x91\x91\xf0\x9f\x8f\xb0 https://t.co/DZVPxt3F99""",23936196
19,seahawks,2022-12-24 16:47:41+00:00,b'Chiefs QB Todd Blackledge is grabbed by #Seahawks DE Jacob Green &amp; sacked for a 4-yard loss. DT Joe Nash was also in on the play. The Seahawks beat the Chiefs 23-17 (9/14/86). https://t.co/aMi0oPmNok',1464277501220425740
20,seahawks,2022-12-24 16:47:38+00:00,"b'@Seahawks @dkm14 @pennyhart2_ This gonna go over real bad \xe2\x80\x9cif\xe2\x80\x9d they lose\xf0\x9f\x98\xac\xf0\x9f\x98\xb3 otherwise go hard! Idk I\xe2\x80\x99m all about my Hawks, however we can\xe2\x80\x99t just be silly here and think the Hawks winning this today. Would be a Christmas miracle. #Christmas #NFL #Seahawks @Seahawks #GoHawks'",966454225
21,seahawks,2022-12-24 16:46:52+00:00,"b""\xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbb\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x8e\x84\xf0\x9f\x8e\x84\xf0\x9d\x90\x88\xf0\x9d\x90\x93'\xf0\x9d\x90\x92 #\xf0\x9d\x90\x86\xf0\x9d\x90\x80\xf0\x9d\x90\x8c\xf0\x9d\x90\x84\xf0\x9d\x90\x83\xf0\x9d\x90\x80\xf0\x9d\x90\x98 #12s Peeps\xe2\x80\xbc\xef\xb8\x8f \xf0\x9f\x8e\x81  \xf0\x9f\x8e\x84 Your Very Own #ChristmasTree \xf0\x9f\x8e\x84 Fully Decorated\xe2\x80\xbc\xef\xb8\x8f  \xf0\x9f\xaa\x96 #Military #Troops \xe2\xad\x90\xef\xb8\x8f C \xf0\x9f\x8f\x88 #Seahawks #SFvsSEA C \xf0\x9f\x8f\x92 #SeaKraken #SEAvsVAN  \xf0\x9f\xa5\x81 Me On #Drums, My #Art \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x8e\xa8 \xe2\x9d\x84\xef\xb8\x8f \xe2\x9b\x84\xef\xb8\x8f \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 \xf0\x9f\x8c\xbe #MySite \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t.co/9gg6Fq4ZME \xf0\x9f\x91\x91\xf0\x9f\x8f\xb0 https://t.co/ubsq5lvzdo""",23936196
22,seahawks,2022-12-24 16:45:47+00:00,b'Seattle Seahawks Inactives:  Artie Burns Jake Curhan Wayne Gallman Tyler Lockett Ryan Neal Daviyon Nixon Al Woods  #Seahawks  #NFL #NFLTwitter',1113904650107932673
23,seahawks,2022-12-24 16:45:47+00:00,b'Seattle Seahawks Starters On Special Teams:  PK Jason Myers P Michael Dickson H Michael Dickson PR DeeJay Dallas KR Godwin Igwebuike LS Carson Tinker  #Seahawks  #NFL #NFLTwitter',1113904650107932673
24,seahawks,2022-12-24 16:45:47+00:00,b'Seattle Seahawks Starters On Defense:  LDE Shelby Harris NT Bryan Mone RDE Poona Ford WLB Bruce Irvin LILB Jordyn Brooks RILB Cody Barton SLB Uchenna Nwosu LCB Mike Jackson SS Teez Tabor FS Quandre Diggs RCB Tariq Woolen  #Seahawks  #NFL #NFLTwitter',1113904650107932673
25,seahawks,2022-12-24 16:45:47+00:00,b'Seattle Seahawks Starters On Offense:  QB Geno Smith RB Kenneth Walker III WR Dareke Young WR DK Metcalf WR Marquise Goodwin TE Noah Fant LT Charles Cross LG Damien Lewis C Austin Blythe RG Gabe Jackson RT Abraham Lucas  #Seahawks  #NFL #NFLTwitter',1113904650107932673
26,seahawks,2022-12-24 16:41:50+00:00,b'Pre-game #Seahawks read: hoping we see much more under center formations in Kansas City https://t.co/y4YO9ahtoq https://t.co/gRI1ETYojK',423636114
27,seahawks,2022-12-24 16:41:34+00:00,"b""All four #Seahawks listed as questionable--Kenneth Walker III, DeeJay Dallas, Noah Fant and Marquise Goodwin--are active for Saturday's game against the Chiefs: https://t.co/5gd8HmmELP""",61886767
28,seahawks,2022-12-24 16:40:34+00:00,b'Any chance at all this backfires on the #Seahawks? \xf0\x9f\xa4\x94  https://t.co/mu9BY60tDA',93910940
29,seahawks,2022-12-24 16:40:01+00:00,b'Noah Fant officially active for Week 16 https://t.co/ryCSi5Jopj via @jesseg628 #Seahawks',190021256
30,seahawks,2022-12-24 16:39:47+00:00,b'Marquise Goodwin (wrist/ankle) active for Week 16 https://t.co/ipJAVd5gBm via @leo_sells #Seahawks',190021256
31,seahawks,2022-12-24 16:39:46+00:00,b'#Seahawks inactives for todays game against the Chiefs. Prayers up those active and inactive\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc. Go Hawks!! We are 12!! https://t.co/hK5rfkOR6H',1372775612335595527
32,seahawks,2022-12-24 16:39:36+00:00,b'Kenneth Walker III active for Week 16 https://t.co/Y98bpBNUCR via @danharris80 #Seahawks',190021256
33,seahawks,2022-12-24 16:39:36+00:00,b'Someone help me\xe2\x80\xa6 Do I start Kenneth Walker. It\xe2\x80\x99s playoffs!!! #nfl #playoffs #Seahawks https://t.co/VywoeOl5Wu',479125427
